,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
3173,Clint Dempsey,SEA,M,26.0,23.0,2132.0,15.0,10.0,113.0,47.0,5.0,6.0,9.0,0.63,13.3,2014,REG,5.0,4.0,6.0,0.42,41.6,34.0,52.0,12.0,4.0,0.0,2.0,2.0,Dempsey,Clint,SEA,SEA,Dempsey,Clint,F,SEA,4913004.0,6695189.0,2014-04-01
3174,Erick Torres,CHV,F,29.0,29.0,2510.0,15.0,1.0,95.0,32.0,4.0,6.0,9.0,0.54,15.8,2014,REG,1.0,0.0,1.0,0.04,33.7,50.0,55.0,19.0,4.0,1.0,5.0,6.0,Torres,Erick,CHV,CHV,Torres,Erick,F,CHV,152004.0,152004.0,2014-04-01
3175,Chris Wondolowski,SJ,F,26.0,26.0,2340.0,14.0,4.0,77.0,36.0,0.0,7.0,7.0,0.54,18.2,2014,REG,1.0,3.0,1.0,0.15,46.8,24.0,33.0,18.0,2.0,0.0,1.0,2.0,Wondolowski,Chris,SJ,SJ,Wondolowski,Chris,M,SJ,600000.0,650000.0,2014-04-01
3176,Joao Plata,RSL,F,26.0,24.0,1985.0,13.0,6.0,56.0,32.0,4.0,8.0,5.0,0.59,23.2,2014,REG,2.0,4.0,2.0,0.27,57.1,14.0,23.0,14.0,0.0,0.0,1.0,1.0,Plata,Joao,RSL,RSL,Plata,Joao,F,RSL,70000.0,70000.0,2014-04-01
3178,Diego Valeri,POR,M,33.0,32.0,2763.0,11.0,14.0,104.0,42.0,4.0,7.0,4.0,0.36,10.6,2014,REG,1.0,10.0,4.0,0.46,40.4,24.0,45.0,7.0,6.0,0.0,1.0,1.0,Valeri,Diego,POR,POR,Valeri,Diego,M,POR,500000.0,500000.0,2014-04-01
3179,Fabian Espindola,DC,F,27.0,24.0,2124.0,11.0,9.0,68.0,31.0,3.0,6.0,5.0,0.47,16.2,2014,REG,4.0,6.0,3.0,0.38,45.6,49.0,45.0,28.0,5.0,1.0,0.0,1.0,Espindola,Fabian,DC,DC,Espindola,Fabian,F,DC,150000.0,150000.0,2014-04-01
3180,Ethan Finlay,MIN,M,29.0,21.0,1898.0,11.0,7.0,50.0,22.0,5.0,4.0,7.0,0.52,22.0,2014,REG,0.0,2.0,5.0,0.33,44.0,19.0,36.0,12.0,2.0,0.0,0.0,0.0,Finlay,Ethan,MIN,CLB,Finlay,Ethan,F,CLB,50848.0,65847.5,2014-04-01
3181,Federico Higuain,CLB,M,29.0,28.0,2488.0,11.0,7.0,73.0,25.0,1.0,3.0,8.0,0.4,15.1,2014,REG,2.0,4.0,3.0,0.25,34.2,22.0,45.0,9.0,8.0,0.0,5.0,8.0,Higuain,Federico,CLB,CLB,Higuain,Federico,M-F,CLB,580000.0,744000.0,2014-04-01
3183,Giles Barnes,HOU,M,34.0,34.0,3028.0,11.0,5.0,113.0,42.0,3.0,8.0,3.0,0.33,9.7,2014,REG,2.0,3.0,2.0,0.15,37.2,52.0,48.0,14.0,4.0,0.0,2.0,3.0,Barnes,Giles,HOU,HOU,Barnes,Giles,M,HOU,230000.0,241158.33,2014-04-01
3184,Luis Silva,RSL,M,27.0,22.0,1523.0,11.0,4.0,39.0,17.0,4.0,5.0,6.0,0.65,28.2,2014,REG,1.0,1.0,3.0,0.24,43.6,20.0,18.0,4.0,2.0,0.0,2.0,2.0,Silva,Luis,RSL,DC,Silva,Luis,M,DC,99440.0,134440.0,2014-04-01
3185,Jermain Defoe,TOR,F,19.0,17.0,1529.0,11.0,2.0,58.0,25.0,5.0,8.0,3.0,0.65,19.0,2014,REG,0.0,0.0,2.0,0.12,43.1,22.0,23.0,25.0,5.0,0.0,3.0,4.0,Defoe,Jermain,TOR,TOR,Defoe,Jermain,F,TOR,6000000.0,6180000.0,2014-04-01
3186,Landon Donovan,LA,M-F,31.0,30.0,2720.0,10.0,19.0,66.0,24.0,4.0,7.0,3.0,0.33,15.2,2014,REG,5.0,11.0,8.0,0.63,36.4,31.0,32.0,6.0,7.0,0.0,3.0,3.0,Donovan,Landon,LA,LA,Donovan,Landon,F,LA,4250000.0,4583333.33,2014-04-01
3187,Thierry Henry,NY,F,30.0,30.0,2651.0,10.0,14.0,86.0,28.0,3.0,8.0,2.0,0.34,11.6,2014,REG,4.0,11.0,3.0,0.48,32.6,33.0,26.0,12.0,3.0,0.0,0.0,0.0,Henry,Thierry,NY,NY,Henry,Thierry,F,NY,3750000.0,4350000.0,2014-04-01
3188,Pedro Morales,VAN,M,33.0,28.0,2554.0,10.0,12.0,105.0,39.0,3.0,7.0,3.0,0.35,9.5,2014,REG,4.0,8.0,4.0,0.42,37.1,19.0,29.0,2.0,4.0,0.0,7.0,8.0,Morales,Pedro,VAN,VAN,Morales,Pedro,M,VAN,1190000.0,1410900.0,2014-04-01
3189,Fabian Castillo,DAL,M-F,27.0,26.0,2282.0,10.0,4.0,74.0,32.0,4.0,7.0,3.0,0.39,13.5,2014,REG,1.0,1.0,3.0,0.16,43.2,30.0,29.0,31.0,5.0,0.0,0.0,1.0,Castillo,Fabian,DAL,DAL,Castillo,Fabian,F,DAL,70000.0,76250.0,2014-04-01
3190,Maximiliano Urruti,DAL,F,30.0,12.0,1181.0,10.0,2.0,47.0,15.0,2.0,5.0,5.0,0.76,21.3,2014,REG,0.0,1.0,1.0,0.15,31.9,27.0,21.0,22.0,1.0,0.0,0.0,0.0,Urruti,Maximiliano,DAL,POR,Urruti,Maximiliano,F,POR,200000.0,200000.04,2014-04-01
3191,Will Bruin,SEA,F,27.0,24.0,2074.0,10.0,1.0,68.0,31.0,5.0,8.0,2.0,0.43,14.7,2014,REG,0.0,1.0,0.0,0.04,45.6,18.0,10.0,9.0,3.0,0.0,0.0,0.0,Bruin,Will,SEA,HOU,Bruin,Will,F,HOU,135000.0,180000.0,2014-04-01
3192,Deshorn Brown,COL,F,30.0,26.0,2288.0,10.0,0.0,121.0,46.0,1.0,6.0,4.0,0.39,8.3,2014,REG,0.0,0.0,0.0,0.0,38.0,31.0,30.0,33.0,2.0,0.0,0.0,1.0,Brown,Deshorn,COL,COL,Brown,Deshorn,F,COL,75000.0,123000.0,2014-04-01
3193,Javier Morales,RSL,M,30.0,30.0,2645.0,9.0,12.0,64.0,19.0,3.0,3.0,6.0,0.31,14.1,2014,REG,2.0,7.0,5.0,0.41,29.7,52.0,73.0,4.0,6.0,0.0,4.0,4.0,Morales,Javier,RSL,RSL,Morales,Javier,M,RSL,300000.0,300000.0,2014-04-01
3194,Lamar Neagle,SEA,M-F,32.0,27.0,2248.0,9.0,9.0,49.0,28.0,2.0,4.0,5.0,0.36,18.4,2014,REG,0.0,5.0,4.0,0.36,57.1,41.0,46.0,14.0,3.0,0.0,0.0,0.0,Neagle,Lamar,SEA,SEA,Neagle,Lamar,M,SEA,110000.0,110000.0,2014-04-01
3195,Fanendo Adi,POR,F,24.0,18.0,1512.0,9.0,4.0,53.0,24.0,2.0,4.0,5.0,0.54,17.0,2014,REG,0.0,3.0,1.0,0.24,45.3,27.0,41.0,23.0,1.0,0.0,0.0,0.0,Adi,Fanendo,POR,POR,Adi,Fanendo,F,POR,580800.0,593300.0,2014-09-15
3196,Marco Di Vaio,MTL,F,26.0,17.0,1739.0,9.0,4.0,75.0,32.0,1.0,7.0,2.0,0.47,12.0,2014,REG,1.0,3.0,1.0,0.21,42.7,11.0,25.0,33.0,1.0,0.0,0.0,1.0,Di Vaio,Marco,MTL,MTL,Di Vaio,Marco,F,MTL,1500000.0,2600000.0,2014-04-01
3198,Quincy Amarikwa,SJ,F,32.0,29.0,2549.0,8.0,5.0,76.0,29.0,1.0,2.0,6.0,0.28,10.5,2014,REG,0.0,4.0,1.0,0.18,38.2,57.0,101.0,27.0,6.0,1.0,0.0,0.0,Amarikwa,Quincy,SJ,CHI,Amarikwa,Quincy,F,CHI,60000.0,60000.0,2014-04-01
3199,Justin Meram,CLB,M,32.0,19.0,1683.0,8.0,4.0,52.0,21.0,3.0,5.0,3.0,0.43,15.4,2014,REG,2.0,2.0,2.0,0.21,40.4,27.0,30.0,1.0,2.0,0.0,0.0,0.0,Meram,Justin,CLB,CLB,Meram,Justin,F,CLB,67452.0,91827.0,2014-04-01
3200,Conor Casey,PHI,F,25.0,18.0,1434.0,8.0,2.0,39.0,17.0,3.0,5.0,3.0,0.5,20.5,2014,REG,1.0,2.0,0.0,0.13,43.6,37.0,24.0,15.0,1.0,0.0,1.0,1.0,Casey,Conor,PHI,PHI,Casey,Conor,F,PHI,192500.0,192500.0,2014-04-01
3201,Alvaro Saborio,RSL,F,16.0,13.0,1148.0,8.0,2.0,47.0,18.0,4.0,6.0,2.0,0.63,17.0,2014,REG,1.0,0.0,2.0,0.16,38.3,25.0,18.0,20.0,3.0,0.0,2.0,3.0,Saborio,Alvaro,RSL,RSL,Saborio,Alvaro,F,RSL,360000.0,453333.33,2014-04-01
3202,Jack McInerney,LA,F,30.0,25.0,2116.0,8.0,2.0,56.0,19.0,2.0,6.0,2.0,0.34,14.3,2014,REG,0.0,1.0,1.0,0.09,33.9,21.0,19.0,18.0,2.0,0.0,0.0,0.0,McInerney,Jack,LA,MTL,McInerney,Jack,F,MTL,230000.0,294166.67,2014-04-01
3205,Mike Magee,CHI,M,17.0,17.0,1519.0,7.0,4.0,40.0,16.0,2.0,6.0,1.0,0.41,17.5,2014,REG,1.0,2.0,2.0,0.24,40.0,15.0,25.0,7.0,4.0,0.0,3.0,5.0,Magee,Mike,CHI,CHI,Magee,Mike,F,CHI,350000.0,417500.0,2014-04-01
3206,Andrew Wenger,HOU,M,32.0,22.0,2120.0,7.0,4.0,66.0,27.0,0.0,5.0,2.0,0.3,10.6,2014,REG,2.0,2.0,2.0,0.17,40.9,35.0,22.0,21.0,1.0,1.0,0.0,0.0,Wenger,Andrew,HOU,PHI,Wenger,Andrew,D/F,PHI,140000.0,242000.0,2014-04-01
3207,Tesho Akindele,DAL,F,26.0,18.0,1748.0,7.0,3.0,30.0,16.0,1.0,2.0,5.0,0.36,23.3,2014,REG,2.0,2.0,1.0,0.15,53.3,18.0,21.0,9.0,2.0,0.0,0.0,0.0,Akindele,Tesho,DAL,DAL,Akindele,Tesho,F,DAL,48500.0,48500.0,2014-04-01
3208,Eddie Johnson,DC,F,26.0,22.0,1957.0,7.0,3.0,42.0,18.0,2.0,5.0,2.0,0.32,16.7,2014,REG,1.0,3.0,0.0,0.14,42.9,34.0,49.0,32.0,3.0,1.0,2.0,2.0,Johnson,Eddie,DC,DC,Johnson,Eddie,F,DC,505000.0,613333.33,2014-04-01
3209,Gaston Fernandez,POR,M,32.0,17.0,1562.0,7.0,2.0,37.0,17.0,0.0,5.0,2.0,0.4,18.9,2014,REG,1.0,0.0,2.0,0.12,45.9,23.0,43.0,10.0,3.0,0.0,0.0,0.0,Fernandez,Gaston,POR,POR,Fernandez,Gaston,F,POR,150000.0,150000.0,2014-04-01
3210,Chad Barrett,SEA,F,26.0,8.0,867.0,7.0,1.0,30.0,14.0,3.0,3.0,4.0,0.73,23.3,2014,REG,1.0,0.0,1.0,0.1,46.7,19.0,6.0,9.0,2.0,0.0,0.0,0.0,Barrett,Chad,SEA,SEA,Barrett,Chad,F,SEA,80000.0,85000.0,2014-04-01
3211,Luke Mulholland,RSL,M,31.0,24.0,1987.0,6.0,7.0,41.0,13.0,1.0,3.0,3.0,0.27,14.6,2014,REG,2.0,5.0,2.0,0.32,31.7,25.0,49.0,2.0,4.0,1.0,0.0,0.0,Mulholland,Luke,RSL,RSL,Mulholland,Luke,M,RSL,55000.0,56250.0,2014-04-01
3212,Chris Rolfe,CHI,F,23.0,21.0,1755.0,6.0,6.0,34.0,13.0,3.0,4.0,2.0,0.31,17.6,2014,REG,2.0,4.0,2.0,0.31,38.2,12.0,21.0,0.0,0.0,0.0,0.0,0.0,Rolfe,Chris,CHI,DC,Rolfe,Chris,F,DC,210000.0,225000.0,2014-04-01
3213,Marco Pappa,SEA,M,29.0,24.0,1931.0,6.0,5.0,62.0,21.0,2.0,5.0,1.0,0.28,9.7,2014,REG,4.0,3.0,2.0,0.23,33.9,34.0,34.0,1.0,3.0,0.0,0.0,0.0,Pappa,Marco,SEA,SEA,Pappa,Marco,M,SEA,75000.0,75000.0,2014-04-01
3214,Luke Moore,CHV,F,33.0,24.0,2164.0,6.0,4.0,58.0,23.0,1.0,3.0,3.0,0.25,10.3,2014,REG,0.0,1.0,3.0,0.17,39.7,34.0,47.0,4.0,2.0,1.0,0.0,0.0,Moore,Luke,CHV,CHV,Moore,Luke,F,CHV,120000.0,128333.33,2014-04-01
3215,Luke Moore,CHV,F,33.0,24.0,2164.0,6.0,4.0,58.0,23.0,1.0,3.0,3.0,0.25,10.3,2014,REG,0.0,1.0,3.0,0.17,39.7,34.0,47.0,4.0,2.0,1.0,0.0,0.0,Moore,Luke,CHV,TOR,Moore,Luke,F,TOR,120000.0,128333.33,2014-09-15
3216,Andres Romero,MTL,M,29.0,25.0,2185.0,6.0,3.0,31.0,20.0,1.0,4.0,2.0,0.25,19.4,2014,REG,0.0,1.0,2.0,0.12,64.5,37.0,20.0,5.0,3.0,0.0,0.0,0.0,Romero,Andres,MTL,MTL,Romero,Andres,F,MTL,60000.0,60000.0,2014-04-01
3217,Jeff Larentowicz,ATL,M,33.0,33.0,2970.0,6.0,3.0,43.0,19.0,0.0,5.0,1.0,0.18,14.0,2014,REG,1.0,2.0,1.0,0.09,44.2,51.0,23.0,0.0,2.0,0.0,4.0,5.0,Larentowicz,Jeff,ATL,CHI,Larentowicz,Jeff,D,CHI,245000.0,251000.0,2014-04-01
3218,Darren Mattocks,DC,F,30.0,20.0,1802.0,6.0,3.0,54.0,23.0,0.0,4.0,2.0,0.3,11.1,2014,REG,1.0,2.0,1.0,0.15,42.6,24.0,33.0,15.0,2.0,0.0,1.0,2.0,Mattocks,Darren,DC,VAN,Mattocks,Darren,F,VAN,140000.0,232000.0,2014-04-01
3219,Will Johnson,OCS,F-M,29.0,29.0,2526.0,6.0,2.0,59.0,21.0,0.0,4.0,2.0,0.21,10.2,2014,REG,0.0,2.0,0.0,0.07,35.6,25.0,43.0,3.0,4.0,0.0,3.0,3.0,Johnson,Will,ORL,POR,Johnson,Will,F,POR,300000.0,325000.0,2014-04-01
3222,Dillon Powers,OCS,M,30.0,27.0,2328.0,5.0,9.0,33.0,12.0,1.0,4.0,1.0,0.19,15.2,2014,REG,1.0,5.0,4.0,0.35,36.4,25.0,63.0,4.0,2.0,0.0,3.0,3.0,Powers,Dillon,ORL,COL,Powers,Dillon,M,COL,95150.0,127650.0,2014-04-01
3223,Graham Zusi,SKC,D,25.0,24.0,2151.0,5.0,8.0,32.0,13.0,1.0,2.0,3.0,0.21,15.6,2014,REG,2.0,4.0,4.0,0.33,40.6,24.0,43.0,3.0,3.0,0.0,0.0,0.0,Zusi,Graham,KC,KC,Zusi,Graham,F-M,KC,365000.0,398250.0,2014-04-01
3224,Stefan Ishizaki,LA,M,30.0,22.0,1898.0,5.0,7.0,35.0,15.0,0.0,1.0,4.0,0.24,14.3,2014,REG,3.0,5.0,2.0,0.33,42.9,21.0,20.0,3.0,2.0,0.0,0.0,0.0,Ishizaki,Stefan,LA,LA,Ishizaki,Stefan,M,LA,200000.0,213000.0,2014-04-01
3225,Kelyn Rowe,NE,M,27.0,21.0,1960.0,5.0,5.0,59.0,15.0,0.0,2.0,3.0,0.23,8.5,2014,REG,2.0,4.0,1.0,0.23,25.4,19.0,40.0,3.0,3.0,0.0,0.0,0.0,Rowe,Kelyn,NE,NE,Rowe,Kelyn,M,NE,100000.0,181000.0,2014-04-01
3226,Perry Kitchen,LA,M,31.0,31.0,2790.0,5.0,4.0,18.0,11.0,2.0,2.0,3.0,0.16,27.8,2014,REG,1.0,3.0,1.0,0.13,61.1,65.0,30.0,0.0,11.0,0.0,0.0,0.0,Kitchen,Perry,LA,DC,Kitchen,Perry,D,DC,143500.0,228950.0,2014-04-01
3227,Baggio Husidic,LA,M,34.0,26.0,2197.0,5.0,4.0,44.0,9.0,0.0,4.0,1.0,0.2,11.4,2014,REG,0.0,3.0,1.0,0.16,20.5,23.0,29.0,1.0,3.0,0.0,0.0,0.0,Husidic,Baggio,LA,LA,Husidic,Baggio,M,LA,90000.0,90000.0,2014-04-01
3228,Diego Fagundez,NE,M,31.0,25.0,2142.0,5.0,4.0,67.0,23.0,1.0,4.0,1.0,0.21,7.5,2014,REG,1.0,3.0,1.0,0.17,34.3,22.0,14.0,7.0,2.0,0.0,0.0,0.0,Fagundez,Diego,NE,NE,Fagundez,Diego,F,NE,110000.0,137200.0,2014-04-01
3229,Erik Hurtado,VAN,F-M,30.0,19.0,1805.0,5.0,3.0,55.0,22.0,1.0,1.0,4.0,0.25,9.1,2014,REG,1.0,2.0,1.0,0.15,40.0,31.0,21.0,19.0,1.0,0.0,0.0,0.0,Hurtado,Erik,VAN,VAN,Hurtado,Erik,F/M,VAN,51150.0,86150.0,2014-04-01
3230,Peguy Luyindula,NY,F,26.0,15.0,1385.0,5.0,1.0,23.0,12.0,0.0,2.0,3.0,0.32,21.7,2014,REG,0.0,1.0,0.0,0.06,52.2,15.0,23.0,8.0,2.0,0.0,1.0,2.0,Luyindula,Peguy,NY,NY,Luyindula,Peguy,F,NY,90000.0,90000.0,2014-04-01
3231,Rodney Wallace,NYC,F,17.0,12.0,1058.0,5.0,1.0,24.0,11.0,2.0,2.0,3.0,0.43,20.8,2014,REG,0.0,1.0,0.0,0.09,45.8,25.0,12.0,6.0,2.0,0.0,0.0,0.0,Wallace,Rodney,NYCFC,POR,Wallace,Rodney,M-D,POR,150000.0,175000.0,2014-04-01
3232,Alan Gordon,LA,F,29.0,11.0,1176.0,5.0,1.0,39.0,17.0,1.0,3.0,2.0,0.38,12.8,2014,REG,0.0,1.0,0.0,0.08,43.6,33.0,35.0,13.0,3.0,0.0,0.0,0.0,Gordon,Alan,LA,LA,Gordon,Alan,F,LA,185000.0,206666.67,2014-09-15
3233,Alan Gordon,LA,F,29.0,11.0,1176.0,5.0,1.0,39.0,17.0,1.0,3.0,2.0,0.38,12.8,2014,REG,0.0,1.0,0.0,0.08,43.6,33.0,35.0,13.0,3.0,0.0,0.0,0.0,Gordon,Alan,LA,SJ,Gordon,Alan,F,SJ,185000.0,206666.67,2014-04-01
3234,Jairo Arrieta,CLB,F,23.0,14.0,1236.0,5.0,1.0,44.0,16.0,2.0,3.0,2.0,0.36,11.4,2014,REG,0.0,0.0,1.0,0.07,36.4,26.0,14.0,21.0,1.0,0.0,1.0,1.0,Arrieta,Jairo,CLB,CLB,Arrieta,Jairo,F,CLB,135000.0,135000.0,2014-04-01
3235,Sebastian Fernandez,VAN,F,32.0,24.0,1968.0,5.0,0.0,54.0,17.0,3.0,4.0,1.0,0.23,9.3,2014,REG,0.0,0.0,0.0,0.0,31.5,22.0,64.0,9.0,6.0,0.0,0.0,0.0,Fernandez,Sebastian,VAN,VAN,Fernandez,Sebastian,M,VAN,143000.0,143000.0,2014-04-01
3236,Brad Davis,HOU,M,25.0,25.0,2071.0,4.0,11.0,39.0,15.0,0.0,1.0,3.0,0.17,10.3,2014,REG,4.0,7.0,4.0,0.48,38.5,23.0,30.0,6.0,1.0,0.0,1.0,2.0,Davis,Brad,HOU,HOU,Davis,Brad,M,HOU,345000.0,392062.5,2014-04-01
3237,Lloyd Sam,DC,M-F,32.0,32.0,2832.0,4.0,9.0,37.0,16.0,2.0,4.0,0.0,0.13,10.8,2014,REG,3.0,5.0,4.0,0.29,43.2,30.0,60.0,7.0,6.0,0.0,0.0,0.0,Sam,Lloyd,DC,NY,Sam,Lloyd,F,NY,136500.0,136500.0,2014-04-01
3238,Benny Feilhaber,LFC,M,31.0,30.0,2607.0,4.0,6.0,47.0,13.0,1.0,1.0,3.0,0.14,8.5,2014,REG,1.0,3.0,3.0,0.21,27.7,44.0,73.0,1.0,6.0,0.0,0.0,0.0,Feilhaber,Benny,LAFC,KC,Feilhaber,Benny,M,KC,325000.0,337187.5,2014-04-01
3239,Teal Bunbury,NE,F,31.0,28.0,2446.0,4.0,6.0,53.0,28.0,1.0,3.0,1.0,0.15,7.5,2014,REG,1.0,3.0,3.0,0.22,52.8,48.0,27.0,8.0,5.0,0.0,0.0,0.0,Bunbury,Teal,NE,NE,Bunbury,Teal,F,NE,135000.0,233000.0,2014-04-01
3240,Ricardo Clark,HOU,M,25.0,24.0,2087.0,4.0,4.0,50.0,15.0,1.0,2.0,2.0,0.17,8.0,2014,REG,1.0,4.0,0.0,0.17,30.0,33.0,18.0,3.0,5.0,0.0,0.0,0.0,Clark,Ricardo,HOU,HOU,Clark,Ricardo,M,HOU,288000.0,321750.0,2014-04-01
3241,Omar Gonzalez,USA,D,22.0,22.0,1902.0,4.0,2.0,18.0,10.0,1.0,2.0,2.0,0.19,22.2,2014,REG,0.0,0.0,2.0,0.09,55.6,28.0,19.0,1.0,5.0,1.0,0.0,0.0,Gonzalez,Omar,UNK,LA,Gonzalez,Omar,D,LA,1000000.0,1250000.0,2014-04-01
3243,Atiba Harris,SJ,D,24.0,19.0,1585.0,4.0,2.0,31.0,15.0,1.0,2.0,2.0,0.23,12.9,2014,REG,0.0,1.0,1.0,0.11,48.4,46.0,34.0,5.0,4.0,0.0,0.0,0.0,Harris,Atiba,SJ,SJ,Harris,Atiba,M-F,SJ,181500.0,189775.0,2014-04-01
3244,Kekuta Manneh,VAN,M-F,29.0,13.0,1198.0,4.0,2.0,54.0,22.0,1.0,2.0,2.0,0.3,7.4,2014,REG,2.0,2.0,0.0,0.15,40.7,13.0,22.0,14.0,2.0,0.0,0.0,0.0,Manneh,Kekuta,VAN,VAN,Manneh,Kekuta,F,VAN,70000.0,99500.0,2014-04-01
3245,Ignacio Piatti,MTL,M,6.0,6.0,450.0,4.0,1.0,16.0,7.0,1.0,3.0,1.0,0.8,25.0,2014,REG,0.0,1.0,0.0,0.2,43.8,3.0,9.0,0.0,2.0,0.0,0.0,0.0,Piatti,Ignacio,MTL,MTL,Piatti,Ignacio,M,MTL,387500.0,387500.0,2014-09-15
3247,Patrick Mullins,DC,F,21.0,14.0,1198.0,4.0,1.0,37.0,16.0,1.0,2.0,2.0,0.3,10.8,2014,REG,0.0,1.0,0.0,0.08,43.2,26.0,27.0,8.0,1.0,0.0,0.0,0.0,Mullins,Patrick,DC,NE,Mullins,Patrick,F,NE,70000.0,100000.0,2014-04-01
3248,Jackson Goncalves,TOR,M,26.0,21.0,1842.0,4.0,1.0,54.0,19.0,1.0,3.0,1.0,0.2,7.4,2014,REG,1.0,1.0,0.0,0.05,35.2,36.0,32.0,5.0,5.0,1.0,0.0,0.0,Goncalves,Jackson,TOR,TOR,Goncalves,Jackson,D,TOR,150000.0,202500.0,2014-04-01
3249,David Texeira,DAL,F,19.0,9.0,839.0,4.0,0.0,19.0,10.0,1.0,4.0,0.0,0.43,21.1,2014,REG,0.0,0.0,0.0,0.0,52.6,21.0,22.0,4.0,3.0,0.0,0.0,0.0,Texeira,David,DAL,DAL,Texeira,David,F,DAL,338000.0,338000.0,2014-04-01
3250,Marcelo Sarvas,LA,M,28.0,25.0,2218.0,3.0,11.0,39.0,15.0,0.0,3.0,0.0,0.12,7.7,2014,REG,4.0,6.0,5.0,0.45,38.5,57.0,43.0,1.0,6.0,0.0,0.0,1.0,Sarvas,Marcelo,LA,LA,Sarvas,Marcelo,M,LA,192500.0,192500.0,2014-04-01
3251,Gonzalo Pineda,SEA,M,28.0,24.0,2233.0,3.0,7.0,16.0,9.0,1.0,2.0,1.0,0.12,18.8,2014,REG,4.0,3.0,4.0,0.28,56.3,39.0,43.0,0.0,9.0,0.0,3.0,3.0,Pineda,Gonzalo,SEA,SEA,Pineda,Gonzalo,M,SEA,80000.0,80000.0,2014-04-01
3253,Sheanon Williams,PHI,D,24.0,23.0,2088.0,3.0,4.0,17.0,6.0,1.0,3.0,0.0,0.13,17.6,2014,REG,3.0,2.0,2.0,0.17,35.3,24.0,34.0,0.0,2.0,0.0,0.0,0.0,Williams,Sheanon,PHI,PHI,Williams,Sheanon,F,PHI,125000.0,130500.0,2014-04-01
3254,Charlie Davies,NE,F,18.0,13.0,1143.0,3.0,4.0,17.0,8.0,1.0,2.0,1.0,0.24,17.6,2014,REG,2.0,2.0,2.0,0.31,47.1,17.0,15.0,9.0,3.0,0.0,0.0,0.0,Davies,Charlie,NE,NE,Davies,Charlie,F,NE,75000.0,78940.63,2014-04-01
3255,Jonathan Osorio,TOR,M,27.0,24.0,2039.0,3.0,4.0,17.0,6.0,0.0,1.0,2.0,0.13,17.6,2014,REG,2.0,2.0,2.0,0.18,35.3,16.0,35.0,3.0,1.0,1.0,0.0,0.0,Osorio,Jonathan,TOR,TOR,Osorio,Jonathan,M,TOR,135000.0,142599.68,2014-04-01
3256,Kenny Cooper,SEA,F,22.0,12.0,989.0,3.0,4.0,29.0,9.0,1.0,2.0,1.0,0.27,10.3,2014,REG,1.0,1.0,3.0,0.36,31.0,18.0,17.0,8.0,1.0,0.0,0.0,0.0,Cooper,Kenny,SEA,SEA,Cooper,Kenny,F,SEA,200000.0,265625.0,2014-04-01
3257,Dillon Serna,COL,M,27.0,18.0,1623.0,3.0,4.0,39.0,14.0,0.0,0.0,3.0,0.17,7.7,2014,REG,2.0,2.0,2.0,0.22,35.9,15.0,15.0,9.0,2.0,0.0,0.0,0.0,Serna,Dillon,COL,COL,Serna,Dillon,M,COL,52500.0,65500.0,2014-04-01
3258,Mauro Diaz,DAL,M,17.0,9.0,917.0,3.0,3.0,20.0,6.0,2.0,2.0,1.0,0.29,15.0,2014,REG,1.0,1.0,2.0,0.29,30.0,11.0,35.0,1.0,2.0,0.0,0.0,0.0,Diaz,Mauro,DAL,DAL,Diaz,Mauro,M,DAL,325000.0,411000.0,2014-04-01
3259,Dax McCarty,CHI,M,31.0,29.0,2661.0,3.0,3.0,24.0,7.0,0.0,2.0,1.0,0.1,12.5,2014,REG,1.0,2.0,1.0,0.1,29.2,26.0,36.0,3.0,2.0,0.0,0.0,0.0,McCarty,Dax,CHI,NY,McCarty,Dax,M,NY,200000.0,242500.0,2014-04-01
3261,Omar Cummings,HOU,F,26.0,14.0,1270.0,3.0,3.0,35.0,14.0,1.0,2.0,1.0,0.21,8.6,2014,REG,1.0,3.0,0.0,0.21,40.0,12.0,7.0,13.0,0.0,0.0,0.0,0.0,Cummings,Omar,HOU,HOU,Cummings,Omar,F,HOU,250000.0,264000.0,2014-04-01
3262,Kyle Beckerman,RSL,M,28.0,28.0,2520.0,3.0,3.0,49.0,21.0,0.0,1.0,2.0,0.11,6.1,2014,REG,1.0,2.0,1.0,0.11,42.9,38.0,19.0,0.0,4.0,0.0,0.0,0.0,Beckerman,Kyle,RSL,RSL,Beckerman,Kyle,M,RSL,350000.0,378750.0,2014-04-01
3263,Cordell Cato,SJ,F,27.0,16.0,1577.0,3.0,2.0,20.0,8.0,0.0,2.0,1.0,0.17,15.0,2014,REG,0.0,1.0,1.0,0.11,40.0,14.0,12.0,3.0,2.0,0.0,0.0,0.0,Cato,Cordell,SJ,SJ,Cato,Cordell,F,SJ,50400.0,50400.0,2014-04-01
3264,Danny Cruz,PHI,M-F,26.0,16.0,1352.0,3.0,2.0,35.0,16.0,1.0,1.0,2.0,0.2,8.6,2014,REG,0.0,2.0,0.0,0.13,45.7,27.0,23.0,2.0,3.0,0.0,0.0,0.0,Cruz,Danny,PHI,PHI,Cruz,Danny,M,PHI,125000.0,131666.67,2014-04-01
