,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
3855,Dilly Duka,MTL,M,27.0,19.0,1789.0,2.0,2.0,34.0,13.0,0.0,2.0,0.0,0.1,5.9,2015,REG,0.0,1.0,1.0,0.1,38.2,20.0,18.0,3.0,1.0,0.0,0.0,0.0,Duka,Dilly,MTL,,,,,,,,
3857,Aurélien Collin,NY,D,28.0,27.0,2407.0,2.0,1.0,10.0,3.0,0.0,2.0,0.0,0.07,20.0,2015,REG,0.0,0.0,1.0,0.04,30.0,36.0,30.0,5.0,2.0,1.0,0.0,0.0,Collin,Aurélien,NY,,,,,,,,
3874,Steve Birnbaum,DC,D,22.0,21.0,1822.0,2.0,0.0,14.0,5.0,0.0,1.0,1.0,0.1,14.3,2015,REG,0.0,0.0,0.0,0.0,35.7,29.0,21.0,2.0,5.0,0.0,0.0,0.0,Birnbaum,Steve,DC,,,,,,,,
3885,Jorge Villafaña,USA,D-M,33.0,33.0,2929.0,1.0,5.0,15.0,7.0,0.0,1.0,0.0,0.03,6.7,2015,REG,2.0,3.0,2.0,0.15,46.7,26.0,34.0,4.0,3.0,0.0,0.0,0.0,Villafaña,Jorge,UNK,,,,,,,,
3887,Stefan Ishizaki,LA,M,20.0,19.0,1629.0,1.0,5.0,25.0,8.0,0.0,1.0,0.0,0.06,4.0,2015,REG,0.0,2.0,3.0,0.28,32.0,17.0,28.0,2.0,3.0,0.0,0.0,0.0,Ishizaki,Stefan,LA,,,,,,,,
3889,Michel Garbini Pereira,DAL,M-D,18.0,12.0,914.0,1.0,4.0,10.0,4.0,1.0,1.0,0.0,0.1,10.0,2015,REG,1.0,3.0,1.0,0.39,40.0,12.0,15.0,0.0,3.0,0.0,0.0,0.0,Garbini Pereira,Michel,DAL,,,,,,,,
3898,Fabinho,PHI,D,26.0,23.0,2106.0,1.0,3.0,14.0,3.0,0.0,1.0,0.0,0.04,7.1,2015,REG,1.0,2.0,1.0,0.13,21.4,32.0,35.0,0.0,3.0,0.0,0.0,0.0,,Fabinho,PHI,,,,,,,,
3902,Juan Ramirez,COL,M,27.0,15.0,1459.0,1.0,3.0,41.0,10.0,0.0,1.0,0.0,0.06,2.4,2015,REG,1.0,0.0,3.0,0.19,24.4,22.0,73.0,5.0,3.0,0.0,0.0,0.0,Ramirez,Juan,COL,,,,,,,,
3903,José Gonçalves,NE,D,29.0,28.0,2480.0,1.0,2.0,6.0,3.0,1.0,1.0,0.0,0.04,16.7,2015,REG,1.0,0.0,2.0,0.07,50.0,33.0,26.0,1.0,4.0,2.0,0.0,0.0,Gonçalves,José,NE,,,,,,,,
3917,Leonardo González,SEA,D,16.0,8.0,712.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.13,33.3,2015,REG,0.0,1.0,0.0,0.13,66.7,16.0,7.0,0.0,1.0,0.0,0.0,0.0,González,Leonardo,SEA,,,,,,,,
3924,Abdoulie Mansally,RSL,D,19.0,14.0,1310.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.07,16.7,2015,REG,0.0,1.0,0.0,0.07,16.7,29.0,19.0,0.0,5.0,1.0,0.0,0.0,Mansally,Abdoulie,RSL,,,,,,,,
3929,Thomas,SEA,M,11.0,7.0,547.0,1.0,1.0,9.0,6.0,0.0,1.0,0.0,0.16,11.1,2015,REG,0.0,1.0,0.0,0.16,66.7,8.0,16.0,4.0,1.0,0.0,0.0,0.0,,Thomas,SEA,,,,,,,,
3930,Jámison Olave,RSL,D,22.0,22.0,1852.0,1.0,1.0,9.0,4.0,0.0,1.0,0.0,0.05,11.1,2015,REG,0.0,1.0,0.0,0.05,44.4,21.0,16.0,1.0,2.0,3.0,0.0,0.0,Olave,Jámison,RSL,,,,,,,,
3931,Juan Manuel Martínez,RSL,M-F,8.0,7.0,647.0,1.0,1.0,9.0,6.0,0.0,0.0,1.0,0.14,11.1,2015,REG,0.0,1.0,0.0,0.14,66.7,7.0,29.0,1.0,2.0,0.0,0.0,0.0,Manuel Martínez,Juan,RSL,,,,,,,,
3933,Gonzalo Verón,NYR,M-F,13.0,2.0,321.0,1.0,1.0,10.0,4.0,0.0,1.0,0.0,0.28,10.0,2015,REG,0.0,1.0,0.0,0.28,40.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,Verón,Gonzalo,NY,,,,,,,,
3949,Hérculez Gómez,TOR,F,7.0,2.0,223.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.4,33.3,2015,REG,0.0,0.0,0.0,0.0,66.7,6.0,4.0,0.0,0.0,0.0,0.0,0.0,Gómez,Hérculez,TOR,,,,,,,,
3951,Steven Vitória,CAN,D,18.0,18.0,1575.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.06,33.3,2015,REG,0.0,0.0,0.0,0.0,33.3,29.0,13.0,0.0,5.0,0.0,0.0,0.0,Vitória,Steven,UNK,,,,,,,,
3953,Adaílton,CHI,D,17.0,17.0,1505.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.06,25.0,2015,REG,0.0,0.0,0.0,0.0,50.0,22.0,7.0,0.0,6.0,0.0,0.0,0.0,,Adaílton,CHI,,,,,,,,
3956,Bradford Jamieson IV,LA,F,7.0,6.0,457.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.2,20.0,2015,REG,0.0,0.0,0.0,0.0,40.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,Jamieson IV,Bradford,LA,,,,,,,,
3969,Ambroise Oyongo,MTL,D,22.0,22.0,1864.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.05,7.7,2015,REG,0.0,0.0,0.0,0.0,23.1,24.0,30.0,3.0,1.0,2.0,0.0,0.0,Oyongo,Ambroise,MTL,,,,,,,,
3979,Angelino,NYC,D,14.0,10.0,992.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,3.0,1.0,0.36,25.0,10.0,15.0,3.0,0.0,0.0,0.0,0.0,,Angelino,NYCFC,,,,,,,,
4002,Tony Beltran,RSL,D,31.0,31.0,2774.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,1.0,1.0,0.06,66.7,32.0,24.0,2.0,7.0,0.0,0.0,0.0,Beltran,Tony,RSL,,,,,,,,
4027,Román Torres,SEA,D,4.0,4.0,314.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,1.0,0.0,0.29,100.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Torres,Román,SEA,,,,,,,,
4036,A.J. DeLaGarza,HOU,D,24.0,22.0,1963.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,1.0,0.0,0.05,0.0,11.0,11.0,0.0,4.0,0.0,0.0,0.0,DeLaGarza,A.J.,HOU,,,,,,,,
4040,Ishmael Yartey,POR,M,5.0,3.0,227.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,0.0,1.0,0.4,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Yartey,Ishmael,POR,,,,,,,,
4055,Víctor Bernárdez,SJ,D,29.0,29.0,2508.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,1.0,0.0,0.04,0.0,36.0,16.0,1.0,6.0,1.0,0.0,0.0,Bernárdez,Víctor,SJ,,,,,,,,
4064,Jack McBean,COL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McBean,Jack,COL,,,,,,,,
4070,Adrian Lopez,MTL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lopez,Adrian,MTL,,,,,,,,
4072,Brandon Barklage,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barklage,Brandon,SJ,,,,,,,,
4073,Victor Perez,CHI,M,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Perez,Victor,CHI,,,,,,,,
4075,Mike Fucito,SJ,F,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Fucito,Mike,SJ,,,,,,,,
4076,Steven Caldwell,TOR,D,2.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Caldwell,Steven,TOR,,,,,,,,
4077,Peguy Luyindula,NYR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luyindula,Peguy,NY,,,,,,,,
4078,Eddie Johnson,DC,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson,Eddie,DC,,,,,,,,
4082,Michael Bustamante,NYR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bustamante,Michael,NY,,,,,,,,
4087,Deshorn Brown,COL,F,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brown,Deshorn,COL,,,,,,,,
4104,Andrew Jean-Baptiste,NYR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean-Baptiste,Andrew,NY,,,,,,,,
4106,Matt Dunn,NYC,M,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Dunn,Matt,NYCFC,,,,,,,,
4111,Jimmy McLaughlin,PHI,M,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McLaughlin,Jimmy,PHI,,,,,,,,
4112,Ruben Bover,NYR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bover,Ruben,NY,,,,,,,,
4115,Andrés Mendoza,NYC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mendoza,Andrés,NYCFC,,,,,,,,
4116,Alex Zendejas,DAL,M,8.0,2.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,Zendejas,Alex,DAL,,,,,,,,
4117,Manny Aparicio,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aparicio,Manny,TOR,,,,,,,,
4118,Santiago Gonzalez,MTL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gonzalez,Santiago,MTL,,,,,,,,
4120,Timi Mulgrew,NE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mulgrew,Timi,NE,,,,,,,,
4124,Kevin Parsemain,MTQ,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parsemain,Kevin,UNK,,,,,,,,
4133,Oumar Ballo,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ballo,Oumar,HOU,,,,,,,,
4140,Estrela,ORL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Estrela,ORL,,,,,,,,
4141,Jeanderson,POR,D,3.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Jeanderson,POR,,,,,,,,
4155,Louis Béland-Goyette,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Béland-Goyette,Louis,MTL,,,,,,,,
4159,Memo Rodriguez,HOU,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodriguez,Memo,HOU,,,,,,,,
4161,James Ansu Rogers,KC,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ansu Rogers,James,KC,,,,,,,,
4165,Dave Romney,LA,D,5.0,2.0,259.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Romney,Dave,LA,,,,,,,,
4167,Ariel Lassiter,LA,F,1.0,0.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lassiter,Ariel,LA,,,,,,,,
4168,Clément Simonin,TOR,D,2.0,2.0,171.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Simonin,Clément,TOR,,,,,,,,
4186,Jean-Baptiste Pierazzi,SJ,M,3.0,3.0,270.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,Pierazzi,Jean-Baptiste,SJ,,,,,,,,
4204,Sam Adekugbe,VAN,D,9.0,7.0,647.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,50.0,12.0,6.0,2.0,4.0,0.0,0.0,0.0,Adekugbe,Sam,VAN,,,,,,,,
4216,Fred,PHI,M,6.0,0.0,83.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,4.0,2.0,0.0,1.0,1.0,0.0,0.0,,Fred,PHI,,,,,,,,
4218,Hernan Grana,CLB,D,7.0,7.0,598.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,7.0,8.0,0.0,1.0,0.0,0.0,0.0,Grana,Hernan,CLB,,,,,,,,
4229,Richie Marquez,PHI,D,21.0,20.0,1854.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,40.0,17.0,9.0,1.0,1.0,1.0,0.0,0.0,Marquez,Richie,PHI,,,,,,,,
4241,Micheal Azira,COL,M,11.0,8.0,727.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,2.0,0.0,0.0,0.0,Azira,Micheal,COL,,,,,,,,
4243,Manolo Sanchez,NYR,M,3.0,0.0,22.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sanchez,Manolo,NY,,,,,,,,
4252,Leonardo,HOU,D,26.0,26.0,2264.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,12.5,40.0,17.0,1.0,2.0,1.0,0.0,0.0,,Leonardo,HOU,,,,,,,,
4261,Bernardo Añor,KC,M,13.0,4.0,483.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,27.3,11.0,11.0,0.0,2.0,0.0,0.0,0.0,Añor,Bernardo,KC,,,,,,,,
4262,Je-Vaughn Watson,DAL,D,23.0,22.0,1986.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,36.4,17.0,5.0,0.0,4.0,1.0,0.0,0.0,Watson,Je-Vaughn,DAL,,,,,,,,
4264,Axel Sjöberg,COL,D,14.0,14.0,1259.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,24.0,8.0,0.0,5.0,1.0,0.0,0.0,Sjöberg,Axel,COL,,,,,,,,
4273,Guilherme do Prado,CHI,F,15.0,6.0,577.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,27.8,19.0,18.0,8.0,4.0,0.0,0.0,0.0,do Prado,Guilherme,CHI,,,,,,,,
4281,Giovani dos Santos,LA,F,28.0,27.0,2350.0,14.0,12.0,63.0,31.0,2.0,6.0,8.0,0.54,22.2,2016,REG,2.0,6.0,6.0,0.46,49.2,17.0,24.0,12.0,3.0,0.0,1.0,1.0,dos Santos,Giovani,LA,,,,,,,,
4295,Kaká,ORL,M,24.0,23.0,1955.0,9.0,10.0,62.0,29.0,3.0,6.0,3.0,0.41,14.5,2016,REG,3.0,9.0,1.0,0.46,46.8,17.0,34.0,4.0,2.0,0.0,4.0,5.0,,Kaká,ORL,,,,,,,,
4314,Michael de Leeuw,CHI,F,18.0,17.0,1465.0,7.0,3.0,25.0,12.0,1.0,5.0,2.0,0.43,28.0,2016,REG,0.0,1.0,2.0,0.18,48.0,31.0,16.0,12.0,2.0,0.0,0.0,0.0,de Leeuw,Michael,CHI,,,,,,,,
4315,Juan Manuel Martínez,RSL,M-F,32.0,29.0,2519.0,7.0,3.0,47.0,17.0,1.0,4.0,3.0,0.25,14.9,2016,REG,2.0,2.0,1.0,0.11,36.2,24.0,80.0,7.0,1.0,0.0,0.0,0.0,Manuel Martínez,Juan,RSL,,,,,,,,
4348,Christian Bolaños,VAN,M,27.0,23.0,2116.0,5.0,8.0,34.0,13.0,2.0,2.0,3.0,0.21,14.7,2016,REG,1.0,7.0,1.0,0.34,38.2,24.0,32.0,5.0,2.0,0.0,0.0,1.0,Bolaños,Christian,VAN,,,,,,,,
4349,Felipe,NY,M,33.0,33.0,2898.0,5.0,7.0,54.0,22.0,1.0,4.0,1.0,0.16,9.3,2016,REG,0.0,4.0,3.0,0.22,40.7,51.0,66.0,0.0,6.0,1.0,0.0,0.0,,Felipe,NY,,,,,,,,
4358,Alex,HOU,M,30.0,29.0,2476.0,5.0,2.0,42.0,11.0,1.0,2.0,3.0,0.18,11.9,2016,REG,0.0,1.0,1.0,0.07,26.2,40.0,55.0,4.0,8.0,1.0,0.0,0.0,,Alex,HOU,,,,,,,,
4362,Steven Mendoza,NYC,F,24.0,10.0,1139.0,5.0,1.0,45.0,10.0,1.0,4.0,1.0,0.4,11.1,2016,REG,0.0,0.0,1.0,0.08,22.2,13.0,19.0,1.0,1.0,0.0,0.0,0.0,Mendoza,Steven,NYCFC,,,,,,,,
4371,Nicolás Lodeiro,SEA,M,13.0,13.0,1170.0,4.0,8.0,33.0,11.0,0.0,1.0,3.0,0.31,12.1,2016,REG,2.0,3.0,5.0,0.62,33.3,8.0,44.0,5.0,5.0,0.0,0.0,0.0,Lodeiro,Nicolás,SEA,,,,,,,,
4388,Sébastien Le Toux,COL,F,32.0,21.0,1861.0,3.0,7.0,20.0,8.0,1.0,2.0,1.0,0.15,15.0,2016,REG,2.0,4.0,3.0,0.34,40.0,12.0,28.0,3.0,3.0,0.0,0.0,1.0,Le Toux,Sébastien,COL,,,,,,,,
4408,Steve Birnbaum,DC,D,26.0,26.0,2340.0,3.0,2.0,33.0,12.0,1.0,2.0,1.0,0.12,9.1,2016,REG,0.0,2.0,0.0,0.08,36.4,37.0,10.0,2.0,5.0,0.0,0.0,0.0,Birnbaum,Steve,DC,,,,,,,,
4413,Gonzalo Verón,NY,M-F,23.0,6.0,631.0,3.0,0.0,18.0,8.0,0.0,1.0,2.0,0.43,16.7,2016,REG,0.0,0.0,0.0,0.0,44.4,11.0,15.0,6.0,2.0,1.0,0.0,0.0,Verón,Gonzalo,NY,,,,,,,,
4432,Harry Shipp,SEA,M,27.0,20.0,1596.0,2.0,3.0,25.0,6.0,0.0,1.0,1.0,0.11,8.0,2016,REG,0.0,2.0,1.0,0.17,24.0,16.0,14.0,4.0,2.0,0.0,0.0,0.0,Shipp,Harry,SEA,,,,,,,,
4434,Marky Delgado,TOR,M,28.0,23.0,1995.0,2.0,2.0,17.0,5.0,1.0,1.0,1.0,0.09,11.8,2016,REG,1.0,0.0,2.0,0.09,29.4,30.0,15.0,3.0,5.0,0.0,0.0,0.0,Delgado,Marky,TOR,,,,,,,,
4449,Axel Sjöberg,COL,D,31.0,31.0,2772.0,2.0,1.0,11.0,6.0,1.0,0.0,2.0,0.06,18.2,2016,REG,0.0,0.0,1.0,0.03,54.5,25.0,11.0,0.0,6.0,0.0,0.0,0.0,Sjöberg,Axel,COL,,,,,,,,
4453,Blas Pérez,VAN,F,22.0,5.0,754.0,2.0,1.0,15.0,5.0,1.0,2.0,0.0,0.24,13.3,2016,REG,0.0,1.0,0.0,0.12,33.3,26.0,22.0,2.0,5.0,0.0,0.0,0.0,Pérez,Blas,VAN,,,,,,,,
4462,Richie Marquez,PHI,D,33.0,33.0,2970.0,2.0,0.0,11.0,4.0,1.0,1.0,1.0,0.06,18.2,2016,REG,0.0,0.0,0.0,0.0,36.4,32.0,10.0,2.0,4.0,0.0,0.0,0.0,Marquez,Richie,PHI,,,,,,,,
4464,Jámison Olave,RSL,D,17.0,16.0,1482.0,2.0,0.0,14.0,7.0,2.0,2.0,0.0,0.12,14.3,2016,REG,0.0,0.0,0.0,0.0,50.0,10.0,15.0,0.0,2.0,1.0,0.0,0.0,Olave,Jámison,RSL,,,,,,,,
4504,Álvaro Fernández,SEA,M,10.0,8.0,530.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.17,20.0,2016,REG,0.0,0.0,1.0,0.17,40.0,8.0,11.0,4.0,0.0,0.0,0.0,0.0,Fernández,Álvaro,SEA,,,,,,,,
4518,Sunday Stephen,RSL,M,15.0,15.0,1115.0,1.0,1.0,12.0,3.0,0.0,1.0,0.0,0.08,8.3,2016,REG,0.0,0.0,1.0,0.08,25.0,26.0,14.0,0.0,4.0,0.0,0.0,0.0,Stephen,Sunday,RSL,,,,,,,,
4521,Víctor Bernárdez,SJ,D,33.0,33.0,2835.0,1.0,1.0,13.0,2.0,0.0,1.0,0.0,0.03,7.7,2016,REG,0.0,1.0,0.0,0.03,15.4,40.0,24.0,2.0,5.0,0.0,0.0,0.0,Bernárdez,Víctor,SJ,,,,,,,,
4526,Nuno Andre Coelho,SKC,D,22.0,20.0,1618.0,1.0,1.0,18.0,3.0,1.0,0.0,1.0,0.06,5.6,2016,REG,1.0,1.0,0.0,0.06,16.7,4.0,12.0,0.0,2.0,0.0,0.0,0.0,Andre Coelho,Nuno,KC,,,,,,,,
4536,Vytas,POR,D,11.0,10.0,916.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.1,20.0,2016,REG,0.0,0.0,0.0,0.0,20.0,19.0,15.0,1.0,2.0,0.0,0.0,0.0,,Vytas,POR,,,,,,,,
4552,Diego Rubio,SKC,F,15.0,3.0,330.0,1.0,0.0,13.0,2.0,0.0,0.0,1.0,0.27,7.7,2016,REG,0.0,0.0,0.0,0.0,15.4,13.0,13.0,5.0,2.0,0.0,0.0,0.0,Rubio,Diego,KC,,,,,,,,
4561,Fabinho,PHI,D,29.0,29.0,2517.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,3.0,2.0,4.0,0.21,20.0,27.0,23.0,2.0,6.0,0.0,0.0,0.0,,Fabinho,PHI,,,,,,,,
4575,Tony Beltran,RSL,D,29.0,27.0,2468.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,1.0,0.11,28.6,40.0,33.0,1.0,9.0,0.0,0.0,0.0,Beltran,Tony,RSL,,,,,,,,
4580,Matías Pérez García,ORL,F,27.0,19.0,1635.0,0.0,3.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,1.0,2.0,0.17,25.0,14.0,62.0,1.0,3.0,0.0,0.0,0.0,Pérez García,Matías,ORL,,,,,,,,
4590,Aurélien Collin,NY,D,25.0,22.0,2067.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,1.0,1.0,0.09,30.0,37.0,16.0,3.0,7.0,1.0,0.0,0.0,Collin,Aurélien,NY,,,,,,,,
4598,Gilberto,CHI,F,9.0,8.0,641.0,0.0,2.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.28,17.4,7.0,10.0,4.0,0.0,0.0,0.0,0.0,,Gilberto,CHI,,,,,,,,
4600,Darwin Cerén,HOU,M,28.0,23.0,2113.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.09,10.0,41.0,29.0,1.0,4.0,1.0,0.0,0.0,Cerén,Darwin,HOU,,,,,,,,
