,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
4362,Andrea Pirlo,NYC,M,32.0,32.0,2770.0,1.0,11.0,26.0,6.0,1.0,1.0,0.0,0.03,3.8,2016,REG,4.0,4.0,7.0,0.36,23.1,29.0,33.0,1.0,4.0,0.0,0.0,0.0,,,,,
4363,Sebastian Lletget,LA,M,31.0,23.0,2057.0,1.0,8.0,29.0,8.0,0.0,0.0,1.0,0.04,3.4,2016,REG,1.0,4.0,4.0,0.35,27.6,20.0,45.0,3.0,1.0,0.0,0.0,0.0,Lletget,Sebastian,110000.0,115500.0,2016-09-15
4364,RJ Allen,OCS,D,24.0,19.0,1751.0,1.0,6.0,4.0,1.0,0.0,1.0,0.0,0.05,25.0,2016,REG,1.0,2.0,4.0,0.31,25.0,39.0,19.0,2.0,7.0,0.0,0.0,0.0,,,,,
4365,Taylor Kemp,DC,D,31.0,30.0,2745.0,1.0,6.0,23.0,3.0,0.0,1.0,0.0,0.03,4.3,2016,REG,2.0,5.0,1.0,0.2,13.0,38.0,30.0,1.0,2.0,0.0,0.0,0.0,Kemp,Taylor,100000.0,100000.0,2016-09-15
4366,Michael Bradley,TOR,M,24.0,24.0,2160.0,1.0,5.0,12.0,3.0,0.0,1.0,0.0,0.04,8.3,2016,REG,1.0,4.0,1.0,0.21,25.0,28.0,20.0,0.0,5.0,0.0,0.0,0.0,Bradley,Michael,6000000.0,6500000.0,2016-09-15
4367,Shea Salinas,SJ,M,33.0,8.0,1223.0,1.0,5.0,19.0,9.0,0.0,0.0,1.0,0.07,5.3,2016,REG,1.0,4.0,1.0,0.37,47.4,12.0,8.0,5.0,0.0,0.0,0.0,0.0,Salinas,Shea,163125.0,166458.33,2016-09-15
4368,Ronald Matarrita,NYC,D,25.0,23.0,1988.0,1.0,5.0,25.0,9.0,0.0,0.0,1.0,0.05,4.0,2016,REG,1.0,3.0,2.0,0.23,36.0,28.0,13.0,2.0,4.0,0.0,0.0,0.0,,,,,
4369,Darlington Nagbe,ATL,M-F,27.0,27.0,2416.0,1.0,5.0,39.0,8.0,0.0,1.0,0.0,0.04,2.6,2016,REG,0.0,3.0,2.0,0.19,20.5,16.0,57.0,0.0,1.0,0.0,0.0,0.0,,,,,
4370,Roger Espinoza,SKC,M,30.0,30.0,2679.0,1.0,5.0,48.0,12.0,0.0,1.0,0.0,0.03,2.1,2016,REG,2.0,4.0,1.0,0.17,25.0,65.0,54.0,1.0,10.0,2.0,0.0,0.0,,,,,
4371,Julian Buescher,DC,M,20.0,3.0,584.0,1.0,4.0,8.0,4.0,0.0,1.0,0.0,0.15,12.5,2016,REG,0.0,1.0,3.0,0.62,50.0,21.0,12.0,1.0,3.0,0.0,0.0,0.0,Buescher,Julian,70000.0,84700.0,2016-09-15
4372,Dillon Powers,OCS,M,29.0,24.0,2122.0,1.0,4.0,34.0,6.0,0.0,0.0,1.0,0.04,2.9,2016,REG,1.0,2.0,2.0,0.17,17.6,31.0,39.0,2.0,4.0,0.0,0.0,0.0,,,,,
4373,Ike Opara,SKC,D,25.0,16.0,1542.0,1.0,3.0,15.0,7.0,0.0,1.0,0.0,0.06,6.7,2016,REG,2.0,2.0,1.0,0.18,46.7,22.0,11.0,1.0,4.0,1.0,0.0,0.0,,,,,
4374,Darren Mattocks,DC,F,19.0,12.0,940.0,1.0,3.0,20.0,10.0,0.0,1.0,0.0,0.1,5.0,2016,REG,1.0,3.0,0.0,0.29,50.0,14.0,18.0,3.0,0.0,0.0,0.0,0.0,,,,,
4375,Tony Tchani,VAN,M,21.0,20.0,1791.0,1.0,3.0,27.0,8.0,0.0,1.0,0.0,0.05,3.7,2016,REG,0.0,1.0,2.0,0.15,29.6,35.0,27.0,0.0,8.0,1.0,0.0,0.0,,,,,
4376,Sam Cronin,MIN,M,33.0,33.0,2924.0,1.0,3.0,27.0,8.0,0.0,1.0,0.0,0.03,3.7,2016,REG,1.0,2.0,1.0,0.09,29.6,54.0,31.0,0.0,6.0,0.0,0.0,0.0,,,,,
4377,Sean Franklin,DC,D,29.0,29.0,2494.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,0.04,20.0,2016,REG,0.0,1.0,1.0,0.07,20.0,39.0,17.0,1.0,5.0,0.0,0.0,0.0,Franklin,Sean,225000.0,256666.67,2016-09-15
4378,Robbie Rogers,LA,D,21.0,19.0,1655.0,1.0,2.0,6.0,4.0,0.0,0.0,1.0,0.05,16.7,2016,REG,1.0,1.0,1.0,0.11,66.7,22.0,26.0,0.0,2.0,0.0,0.0,0.0,,,,,
4379,Jack Jewsbury,POR,M,23.0,17.0,1503.0,1.0,2.0,8.0,2.0,0.0,1.0,0.0,0.06,12.5,2016,REG,0.0,2.0,0.0,0.12,25.0,17.0,15.0,0.0,4.0,0.0,0.0,0.0,Jewsbury,Jack,140000.0,147000.0,2016-09-15
4380,Atiba Harris,DAL,D,28.0,22.0,1970.0,1.0,2.0,17.0,5.0,0.0,0.0,1.0,0.05,5.9,2016,REG,0.0,2.0,0.0,0.09,29.4,29.0,19.0,1.0,6.0,0.0,0.0,0.0,,,,,
4381,Mix Diskerud,NYC,M,12.0,9.0,812.0,1.0,2.0,20.0,7.0,1.0,0.0,1.0,0.11,5.0,2016,REG,0.0,1.0,1.0,0.22,35.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,,,,,
4382,Marcelo Sarvas,DC,M,28.0,26.0,2247.0,1.0,2.0,22.0,6.0,0.0,1.0,0.0,0.04,4.5,2016,REG,1.0,2.0,0.0,0.08,27.3,67.0,65.0,0.0,11.0,1.0,1.0,1.0,Sarvas,Marcelo,360000.0,425000.0,2016-09-15
4383,Anibal Godoy,SJ,M,23.0,23.0,1941.0,1.0,2.0,28.0,9.0,1.0,1.0,0.0,0.05,3.6,2016,REG,0.0,1.0,1.0,0.09,32.1,45.0,57.0,0.0,7.0,2.0,0.0,0.0,Godoy,Anibal,216000.0,242250.0,2016-09-15
4384,Jimmy Medranda ,SKC,F,28.0,22.0,1939.0,1.0,2.0,41.0,8.0,1.0,1.0,0.0,0.05,2.4,2016,REG,1.0,2.0,0.0,0.09,19.5,36.0,16.0,1.0,8.0,1.0,0.0,0.0,,,,,
4385,Matt Besler,SKC,D,18.0,17.0,1546.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.06,33.3,2016,REG,0.0,1.0,0.0,0.06,33.3,14.0,7.0,0.0,4.0,0.0,0.0,0.0,,,,,
4386,Hernan Bernardello,MTL,M,12.0,11.0,991.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.09,33.3,2016,REG,0.0,0.0,1.0,0.09,100.0,13.0,16.0,0.0,5.0,0.0,0.0,0.0,Bernardello,Hernan,216000.0,216000.0,2016-09-15
4387,Zarek Valentin,POR,D,20.0,18.0,1607.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.06,25.0,2016,REG,0.0,0.0,1.0,0.06,75.0,12.0,7.0,0.0,2.0,0.0,0.0,0.0,Valentin,Zarek,90000.0,90000.0,2016-09-15
4388,Damien Perquis,TOR,D,12.0,11.0,986.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.09,25.0,2016,REG,0.0,1.0,0.0,0.09,25.0,12.0,14.0,3.0,3.0,0.0,0.0,0.0,,,,,
4389,Álvaro Fernández,SEA,M,10.0,8.0,530.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.17,20.0,2016,REG,0.0,0.0,1.0,0.17,40.0,8.0,11.0,4.0,0.0,0.0,0.0,0.0,,,,,
4390,Nat Borchers,POR,D,21.0,21.0,1812.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.05,20.0,2016,REG,0.0,0.0,1.0,0.05,20.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,Borchers,Nat,245000.0,255000.0,2016-09-15
4391,Joey Calistri,CHI,M,14.0,2.0,348.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0,0.26,20.0,2016,REG,0.0,0.0,1.0,0.26,80.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,Calistri,Joey,51500.0,51500.0,2016-09-15
4392,Kevin Ellis,SKC,D,14.0,10.0,953.0,1.0,1.0,7.0,3.0,1.0,0.0,1.0,0.09,14.3,2016,REG,0.0,0.0,1.0,0.09,42.9,8.0,7.0,0.0,1.0,0.0,0.0,0.0,,,,,
4393,Daniel Royer,NY,M,6.0,3.0,275.0,1.0,1.0,8.0,2.0,1.0,1.0,0.0,0.33,12.5,2016,REG,0.0,1.0,0.0,0.33,25.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,,,,,
4394,Leonel Miranda,HOU,M,12.0,3.0,484.0,1.0,1.0,8.0,2.0,0.0,0.0,1.0,0.19,12.5,2016,REG,0.0,1.0,0.0,0.19,25.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,
4395,Daniel Steres ,LA,D,31.0,29.0,2656.0,1.0,1.0,9.0,2.0,0.0,1.0,0.0,0.03,11.1,2016,REG,0.0,1.0,0.0,0.03,22.2,30.0,14.0,0.0,5.0,0.0,0.0,0.0,,,,,
4396,Jonathan Campbell,CHI,D,33.0,30.0,2823.0,1.0,1.0,9.0,2.0,0.0,1.0,0.0,0.03,11.1,2016,REG,1.0,1.0,0.0,0.03,22.2,14.0,21.0,0.0,1.0,0.0,0.0,0.0,Campbell,Jonathan,70000.0,78125.0,2016-09-15
4397,Brad Evans,SEA,D-M,23.0,21.0,1866.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,0.05,11.1,2016,REG,0.0,1.0,0.0,0.05,11.1,12.0,13.0,0.0,1.0,2.0,1.0,1.0,Evans,Brad,276665.0,315166.25,2016-09-15
4398,Jeff Larentowicz,ATL,M,23.0,17.0,1501.0,1.0,1.0,11.0,1.0,0.0,1.0,0.0,0.06,9.1,2016,REG,0.0,0.0,1.0,0.06,9.1,33.0,14.0,0.0,5.0,0.0,0.0,0.0,,,,,
4399,Je-Vaughn Watson,NE,D,23.0,19.0,1705.0,1.0,1.0,11.0,4.0,1.0,1.0,0.0,0.05,9.1,2016,REG,0.0,1.0,0.0,0.05,36.4,24.0,20.0,1.0,3.0,1.0,0.0,0.0,,,,,
4400,Cristian Higuita,OCS,M,21.0,16.0,1513.0,1.0,1.0,11.0,1.0,1.0,1.0,0.0,0.06,9.1,2016,REG,0.0,1.0,0.0,0.06,9.1,42.0,40.0,0.0,9.0,1.0,0.0,0.0,,,,,
4401,Sunday Stephen,RSL,M,15.0,15.0,1115.0,1.0,1.0,12.0,3.0,0.0,1.0,0.0,0.08,8.3,2016,REG,0.0,0.0,1.0,0.08,25.0,26.0,14.0,0.0,4.0,0.0,0.0,0.0,,,,,
4402,Charlie Davies,NE ,F,17.0,3.0,371.0,1.0,1.0,12.0,9.0,0.0,0.0,1.0,0.24,8.3,2016,REG,0.0,0.0,1.0,0.24,75.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,,,,,
4403,Víctor Bernárdez,SJ ,D,33.0,33.0,2835.0,1.0,1.0,13.0,2.0,0.0,1.0,0.0,0.03,7.7,2016,REG,0.0,1.0,0.0,0.03,15.4,40.0,24.0,2.0,5.0,0.0,0.0,0.0,,,,,
4404,Dilly Duka,CLB,M,15.0,5.0,604.0,1.0,1.0,14.0,7.0,0.0,1.0,0.0,0.15,7.1,2016,REG,0.0,1.0,0.0,0.15,50.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,Duka,Dilly,62508.0,62508.0,2016-09-15
4405,Connor Lade,NY,D,18.0,15.0,1380.0,1.0,1.0,15.0,4.0,1.0,1.0,0.0,0.07,6.7,2016,REG,0.0,0.0,1.0,0.07,26.7,17.0,25.0,1.0,4.0,0.0,0.0,0.0,,,,,
4406,Johan Venegas,MIN,M,20.0,7.0,683.0,1.0,1.0,15.0,8.0,0.0,1.0,0.0,0.13,6.7,2016,REG,1.0,1.0,0.0,0.13,53.3,18.0,17.0,3.0,2.0,0.0,0.0,0.0,,,,,
4407,Olmes Garcia,RSL,F,24.0,9.0,964.0,1.0,1.0,18.0,8.0,0.0,1.0,0.0,0.09,5.6,2016,REG,1.0,0.0,1.0,0.09,44.4,23.0,20.0,7.0,2.0,0.0,0.0,0.0,Garcia,Olmes,160000.0,160000.0,2016-09-15
4408,Nuno Andre Coelho,SKC,D,22.0,20.0,1618.0,1.0,1.0,18.0,3.0,1.0,0.0,1.0,0.06,5.6,2016,REG,1.0,1.0,0.0,0.06,16.7,4.0,12.0,0.0,2.0,0.0,0.0,0.0,,,,,
4409,Carlos Ruiz,DAL,F,1.0,0.0,13.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.92,100.0,2016,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ruiz,Carlos,72000.0,72000.0,2016-09-15
4410,Maxim Tissot,MTL,D,7.0,5.0,517.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.17,50.0,2016,REG,0.0,0.0,0.0,0.0,50.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,
4411,Kwadwo Poku,NYC,M,7.0,3.0,268.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.34,33.3,2016,REG,0.0,0.0,0.0,0.0,33.3,4.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,
4412,Steven Taylor,POR,D,9.0,9.0,810.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.11,25.0,2016,REG,0.0,0.0,0.0,0.0,50.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,Taylor,Steven,300000.0,319583.33,2016-09-15
4413,Landon Donovan,LA ,M-F,6.0,2.0,233.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.39,25.0,2016,REG,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,
4414,Cristian Martinez,CLB,M,5.0,2.0,197.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.46,25.0,2016,REG,0.0,0.0,0.0,0.0,50.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Martinez,Cristian,62508.0,67008.0,2016-09-15
4415,Dillon Serna,COL,M,9.0,3.0,280.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,0.32,20.0,2016,REG,0.0,0.0,0.0,0.0,60.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,Serna,Dillon,66000.0,79000.0,2016-09-15
4416,DaMarcus Beasley,HOU,D,24.0,24.0,1979.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.05,20.0,2016,REG,0.0,0.0,0.0,0.0,80.0,15.0,49.0,1.0,1.0,0.0,0.0,0.0,Beasley,DaMarcus,750000.0,813333.33,2016-09-15
4417,Vytas,POR,D,11.0,10.0,916.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.1,20.0,2016,REG,0.0,0.0,0.0,0.0,20.0,19.0,15.0,1.0,2.0,0.0,0.0,0.0,,,,,
4418,Jefferson Mena,NYC,D,16.0,16.0,1306.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.07,16.7,2016,REG,0.0,0.0,0.0,0.0,33.3,14.0,6.0,0.0,1.0,0.0,0.0,0.0,,,,,
4419,London Woodberry,NE,D,25.0,23.0,2068.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.04,16.7,2016,REG,0.0,0.0,0.0,0.0,50.0,31.0,9.0,2.0,7.0,0.0,0.0,0.0,Woodberry,London,63000.0,63000.0,2016-09-15
4420,Alhaji Kamara,DC,F,8.0,2.0,173.0,1.0,0.0,7.0,2.0,1.0,0.0,1.0,0.52,14.3,2016,REG,0.0,0.0,0.0,0.0,28.6,8.0,1.0,3.0,0.0,0.0,0.0,0.0,Kamara,Alhaji,51500.0,59750.04,2016-09-15
4421,Anthony Jackson-Hamel,MTL,F,7.0,1.0,171.0,1.0,0.0,8.0,3.0,0.0,1.0,0.0,0.53,12.5,2016,REG,0.0,0.0,0.0,0.0,37.5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Jackson-Hamel,Anthony,63000.0,63000.0,2016-09-15
4422,Ashley Cole,LA,D,26.0,25.0,2227.0,1.0,0.0,8.0,2.0,0.0,1.0,0.0,0.04,12.5,2016,REG,0.0,0.0,0.0,0.0,25.0,22.0,31.0,3.0,3.0,2.0,0.0,0.0,Cole,Ashley,300000.0,327625.0,2016-09-15
4423,Bobby Burling,COL,D,16.0,16.0,1415.0,1.0,0.0,10.0,2.0,0.0,0.0,1.0,0.06,10.0,2016,REG,0.0,0.0,0.0,0.0,20.0,21.0,11.0,0.0,4.0,0.0,0.0,0.0,Burling,Bobby,110000.0,116000.0,2016-09-15
4424,Alejandro Bedoya,PHI,M,10.0,10.0,844.0,1.0,0.0,10.0,4.0,0.0,0.0,1.0,0.11,10.0,2016,REG,0.0,0.0,0.0,0.0,40.0,24.0,7.0,2.0,3.0,0.0,0.0,0.0,Bedoya,Alejandro,1100004.0,1166254.0,2016-09-15
4425,Matt Hedges,DAL,D,26.0,26.0,2334.0,1.0,0.0,10.0,5.0,0.0,1.0,0.0,0.04,10.0,2016,REG,0.0,0.0,0.0,0.0,50.0,28.0,15.0,2.0,5.0,0.0,0.0,0.0,Hedges,Matt,152000.0,152000.0,2016-09-15
4426,Kyle Bekker,MTL,M,18.0,13.0,1139.0,1.0,0.0,10.0,4.0,0.0,1.0,0.0,0.08,10.0,2016,REG,0.0,0.0,0.0,0.0,40.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,Bekker,Kyle,67942.0,94191.5,2016-09-15
4427,Jack Barmby,POR,M-D,19.0,2.0,381.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,0.24,9.1,2016,REG,0.0,0.0,0.0,0.0,45.5,7.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,
4428,Frederic Brillant,DC,D,31.0,31.0,2790.0,1.0,0.0,11.0,4.0,0.0,1.0,0.0,0.03,9.1,2016,REG,0.0,0.0,0.0,0.0,36.4,21.0,12.0,0.0,4.0,0.0,0.0,0.0,,,,,
4429,Cedrick Mabwati,CLB,M,17.0,6.0,593.0,1.0,0.0,12.0,5.0,0.0,1.0,0.0,0.15,8.3,2016,REG,0.0,0.0,0.0,0.0,41.7,4.0,5.0,3.0,0.0,0.0,0.0,0.0,Mabwati,Cedrick,235000.0,263350.0,2016-09-15
4430,Liam Ridgewell,POR,D,22.0,22.0,1980.0,1.0,0.0,12.0,4.0,1.0,1.0,0.0,0.05,8.3,2016,REG,0.0,0.0,0.0,0.0,33.3,25.0,30.0,2.0,6.0,0.0,0.0,0.0,Ridgewell,Liam,1100000.0,1140000.0,2016-09-15
4431,Daigo Kobayashi,NE,M,27.0,6.0,701.0,1.0,0.0,13.0,2.0,0.0,0.0,1.0,0.13,7.7,2016,REG,0.0,0.0,0.0,0.0,15.4,6.0,2.0,0.0,0.0,0.0,0.0,0.0,Kobayashi,Daigo,120000.0,132000.0,2016-09-15
4432,Diego Rubio,SKC,F,15.0,3.0,330.0,1.0,0.0,13.0,2.0,0.0,0.0,1.0,0.27,7.7,2016,REG,0.0,0.0,0.0,0.0,15.4,13.0,13.0,5.0,2.0,0.0,0.0,0.0,,,,,
4433,Raul Rodriguez,HOU,D,25.0,24.0,2128.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.04,7.7,2016,REG,0.0,0.0,0.0,0.0,23.1,23.0,7.0,0.0,3.0,0.0,0.0,0.0,Rodriguez,Raul,350000.0,379333.33,2016-09-15
4434,Brian Carroll,PHI,M,26.0,23.0,2094.0,1.0,0.0,14.0,3.0,0.0,0.0,1.0,0.04,7.1,2016,REG,0.0,0.0,0.0,0.0,21.4,40.0,9.0,1.0,6.0,0.0,0.0,0.0,Carroll,Brian,120000.0,128000.0,2016-09-15
4435,Dairon Asprilla,POR,M-F,9.0,6.0,488.0,1.0,0.0,14.0,3.0,1.0,1.0,0.0,0.18,7.1,2016,REG,0.0,0.0,0.0,0.0,21.4,8.0,5.0,6.0,1.0,1.0,1.0,1.0,Asprilla,Dairon,76000.0,126000.0,2016-09-15
4436,Aaron Kovar,LFC,M,16.0,10.0,811.0,1.0,0.0,21.0,5.0,0.0,0.0,1.0,0.11,4.8,2016,REG,0.0,0.0,0.0,0.0,23.8,12.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,
4437,Khaly Thiam,CHI,M,20.0,15.0,1285.0,1.0,0.0,21.0,3.0,0.0,0.0,1.0,0.07,4.8,2016,REG,0.0,0.0,0.0,0.0,14.3,27.0,14.0,0.0,3.0,1.0,0.0,0.0,Thiam,Khaly,144000.0,149000.0,2016-09-15
4438,Nick DeLeon,DC,D,32.0,27.0,2509.0,1.0,0.0,34.0,10.0,0.0,1.0,0.0,0.04,2.9,2016,REG,0.0,0.0,0.0,0.0,29.4,21.0,16.0,2.0,5.0,0.0,0.0,0.0,,,,,
4439,Boniek Garcia,HOU,M,31.0,24.0,2249.0,0.0,9.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,7.0,0.36,16.0,35.0,58.0,3.0,4.0,0.0,0.0,0.0,Garcia,Boniek,225000.0,247500.0,2016-09-15
4440,Fabinho,PHI,D,29.0,29.0,2517.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,3.0,2.0,4.0,0.21,20.0,27.0,23.0,2.0,6.0,0.0,0.0,0.0,,,,,
4441,Saad Abdul-Salaam,NYC,D,30.0,26.0,2377.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,4.0,2.0,0.23,20.0,32.0,19.0,4.0,1.0,0.0,0.0,0.0,,,,,
4442,Demar Phillips,RSL,D,29.0,23.0,2177.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,2.0,0.21,33.3,40.0,16.0,3.0,3.0,1.0,0.0,0.0,Phillips,Demar,127500.0,135333.33,2016-09-15
4443,Ambroise Oyongo,MTL,D,27.0,26.0,2316.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,4.0,1.0,0.19,25.0,13.0,29.0,0.0,4.0,1.0,0.0,0.0,,,,,
4444,Mohammed Saeid,CLB,M,25.0,24.0,2016.0,0.0,5.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,5.0,0.0,0.22,15.0,14.0,37.0,1.0,2.0,0.0,0.0,0.0,Saeid,Mohammed,110000.0,120000.0,2016-09-15
4445,Mekeil Williams,COL,D,21.0,17.0,1468.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,1.0,0.25,0.0,12.0,9.0,1.0,5.0,0.0,0.0,0.0,Williams,Mekeil,85000.0,90000.0,2016-09-15
4446,Corey Ashe,CLB,M,18.0,14.0,1214.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,2.0,2.0,0.3,0.0,7.0,18.0,0.0,1.0,0.0,0.0,0.0,,,,,
4447,Marco Donadel,MTL,M,21.0,18.0,1515.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,1.0,0.24,11.1,40.0,21.0,0.0,5.0,0.0,0.0,0.0,Donadel,Marco,350000.0,386666.67,2016-09-15
4448,Gershon Koffie,NE ,M,22.0,19.0,1545.0,0.0,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,2.0,0.23,27.8,38.0,41.0,0.0,8.0,1.0,0.0,0.0,,,,,
4449,Jelle Van Damme,LA,D,28.0,28.0,2436.0,0.0,4.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,1.0,0.15,8.3,44.0,15.0,3.0,9.0,0.0,0.0,0.0,Van Damme,Jelle,425000.0,468750.0,2016-09-15
4450,Marc Burch,MIN,D,28.0,27.0,2443.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,2.0,1.0,0.11,50.0,25.0,10.0,0.0,9.0,0.0,0.0,0.0,,,,,
4451,Rafael Ramos,CHI,D,12.0,12.0,1015.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,2.0,0.27,25.0,12.0,6.0,0.0,2.0,0.0,0.0,0.0,,,,,
4452,Waylon Francis,SEA,D,19.0,13.0,1233.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,3.0,0.0,0.22,20.0,18.0,9.0,3.0,2.0,0.0,0.0,0.0,,,,,
4453,Luke Boden,ORL,D,20.0,19.0,1613.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,2.0,1.0,0.17,0.0,19.0,10.0,1.0,2.0,0.0,0.0,0.0,Boden,Luke,82500.0,82500.0,2016-09-15
4454,Tony Beltran,RSL,D,29.0,27.0,2468.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,1.0,0.11,28.6,40.0,33.0,1.0,9.0,0.0,0.0,0.0,,,,,
4455,Brandon Vincent,CHI,D,26.0,24.0,2191.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,3.0,0.0,0.12,12.5,33.0,13.0,1.0,1.0,0.0,0.0,0.0,Vincent,Brandon,70000.0,91875.0,2016-09-15
4456,Scott Caldwell,NE,M,32.0,31.0,2622.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,3.0,0.0,0.1,11.1,35.0,34.0,0.0,6.0,0.0,0.0,0.0,Caldwell,Scott,100000.0,110000.0,2016-09-15
4457,Rodrigo Ramos,CHI,D,21.0,16.0,1484.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,2.0,0.18,11.1,25.0,27.0,1.0,4.0,0.0,0.0,0.0,Ramos,Rodrigo,80000.0,84000.0,2016-09-15
4458,Jermaine Taylor,POR,D,23.0,21.0,1841.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,2.0,0.15,22.2,27.0,4.0,2.0,4.0,0.0,0.0,0.0,Taylor,Jermaine,150000.0,150000.0,2016-09-15
4459,Matías Pérez García,ORL,F,27.0,19.0,1635.0,0.0,3.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,1.0,2.0,0.17,25.0,14.0,62.0,1.0,3.0,0.0,0.0,0.0,,,,,
4460,Michael Parkhurst,ATL,D,34.0,34.0,3036.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.06,0.0,11.0,18.0,0.0,2.0,1.0,0.0,0.0,,,,,
4461,Michael Stephens,CHI,M,17.0,11.0,948.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,2.0,0.19,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,Stephens,Michael,105000.0,115000.0,2016-09-15
4462,Mark Bloom,TOR,D,7.0,5.0,339.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.53,50.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,Bloom,Mark,94500.0,101848.89,2016-09-15
