,Player,Club,POS,GP,GS,MINS,G,A,SHTS_FP,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG_FP,PKA_FP,Last Name,First Name,Base Salary,Guaranteed Compensation,Date,SHTS_GK,SV,GA,GAA,W,L,T,ShO,Wpct,SvPct,PKG_GK,PKA_GK
2650,Peguy Luyindula,NY,F,26.0,15.0,1385.0,5.0,1.0,23.0,12.0,0.0,2.0,3.0,0.32,21.7,2014,REG,0.0,1.0,0.0,0.06,52.2,15.0,23.0,8.0,2.0,0.0,1.0,2.0,Luyindula,Peguy,90000.0,90000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2651,Rodney Wallace,POR,F,17.0,12.0,1058.0,5.0,1.0,24.0,11.0,2.0,2.0,3.0,0.43,20.8,2014,REG,0.0,1.0,0.0,0.09,45.8,25.0,12.0,6.0,2.0,0.0,0.0,0.0,Wallace,Rodney,150000.0,175000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2652,Alan Gordon,LA,F,29.0,11.0,1176.0,5.0,1.0,39.0,17.0,1.0,3.0,2.0,0.38,12.8,2014,REG,0.0,1.0,0.0,0.08,43.6,33.0,35.0,13.0,3.0,0.0,0.0,0.0,Gordon,Alan,185000.0,206666.67,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,Alan Gordon,SJ,F,29.0,11.0,1176.0,5.0,1.0,39.0,17.0,1.0,3.0,2.0,0.38,12.8,2014,REG,0.0,1.0,0.0,0.08,43.6,33.0,35.0,13.0,3.0,0.0,0.0,0.0,Gordon,Alan,185000.0,206666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,Jairo Arrieta,CLB,F,23.0,14.0,1236.0,5.0,1.0,44.0,16.0,2.0,3.0,2.0,0.36,11.4,2014,REG,0.0,0.0,1.0,0.07,36.4,26.0,14.0,21.0,1.0,0.0,1.0,1.0,Arrieta,Jairo,135000.0,135000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,Sebastian Fernandez,VAN,F,32.0,24.0,1968.0,5.0,0.0,54.0,17.0,3.0,4.0,1.0,0.23,9.3,2014,REG,0.0,0.0,0.0,0.0,31.5,22.0,64.0,9.0,6.0,0.0,0.0,0.0,Fernandez,Sebastian,143000.0,143000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,Brad Davis,HOU,M,25.0,25.0,2071.0,4.0,11.0,39.0,15.0,0.0,1.0,3.0,0.17,10.3,2014,REG,4.0,7.0,4.0,0.48,38.5,23.0,30.0,6.0,1.0,0.0,1.0,2.0,Davis,Brad,345000.0,392062.5,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2657,Lloyd Sam,NY,M-F,32.0,32.0,2832.0,4.0,9.0,37.0,16.0,2.0,4.0,0.0,0.13,10.8,2014,REG,3.0,5.0,4.0,0.29,43.2,30.0,60.0,7.0,6.0,0.0,0.0,0.0,Sam,Lloyd,136500.0,136500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,Benny Feilhaber,KC,M,31.0,30.0,2607.0,4.0,6.0,47.0,13.0,1.0,1.0,3.0,0.14,8.5,2014,REG,1.0,3.0,3.0,0.21,27.7,44.0,73.0,1.0,6.0,0.0,0.0,0.0,Feilhaber,Benny,325000.0,337187.5,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,Teal Bunbury,NE,F,31.0,28.0,2446.0,4.0,6.0,53.0,28.0,1.0,3.0,1.0,0.15,7.5,2014,REG,1.0,3.0,3.0,0.22,52.8,48.0,27.0,8.0,5.0,0.0,0.0,0.0,Bunbury,Teal,135000.0,233000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,Ricardo Clark,HOU,M,25.0,24.0,2087.0,4.0,4.0,50.0,15.0,1.0,2.0,2.0,0.17,8.0,2014,REG,1.0,4.0,0.0,0.17,30.0,33.0,18.0,3.0,5.0,0.0,0.0,0.0,Clark,Ricardo,288000.0,321750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,Omar Gonzalez,LA,D,22.0,22.0,1902.0,4.0,2.0,18.0,10.0,1.0,2.0,2.0,0.19,22.2,2014,REG,0.0,0.0,2.0,0.09,55.6,28.0,19.0,1.0,5.0,1.0,0.0,0.0,Gonzalez,Omar,1000000.0,1250000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,Atiba Harris,SJ,D,24.0,19.0,1585.0,4.0,2.0,31.0,15.0,1.0,2.0,2.0,0.23,12.9,2014,REG,0.0,1.0,1.0,0.11,48.4,46.0,34.0,5.0,4.0,0.0,0.0,0.0,Harris,Atiba,181500.0,189775.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663,Kekuta Manneh,VAN,M-F,29.0,13.0,1198.0,4.0,2.0,54.0,22.0,1.0,2.0,2.0,0.3,7.4,2014,REG,2.0,2.0,0.0,0.15,40.7,13.0,22.0,14.0,2.0,0.0,0.0,0.0,Manneh,Kekuta,70000.0,99500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,Ignacio Piatti,MTL,M,6.0,6.0,450.0,4.0,1.0,16.0,7.0,1.0,3.0,1.0,0.8,25.0,2014,REG,0.0,1.0,0.0,0.2,43.8,3.0,9.0,0.0,2.0,0.0,0.0,0.0,Piatti,Ignacio,387500.0,387500.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,Patrick Mullins,NE,F,21.0,14.0,1198.0,4.0,1.0,37.0,16.0,1.0,2.0,2.0,0.3,10.8,2014,REG,0.0,1.0,0.0,0.08,43.2,26.0,27.0,8.0,1.0,0.0,0.0,0.0,Mullins,Patrick,70000.0,100000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,Jackson Goncalves,TOR,M,26.0,21.0,1842.0,4.0,1.0,54.0,19.0,1.0,3.0,1.0,0.2,7.4,2014,REG,1.0,1.0,0.0,0.05,35.2,36.0,32.0,5.0,5.0,1.0,0.0,0.0,Goncalves,Jackson,150000.0,202500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,David Texeira,DAL,F,19.0,9.0,839.0,4.0,0.0,19.0,10.0,1.0,4.0,0.0,0.43,21.1,2014,REG,0.0,0.0,0.0,0.0,52.6,21.0,22.0,4.0,3.0,0.0,0.0,0.0,Texeira,David,338000.0,338000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,Marcelo Sarvas,LA,M,28.0,25.0,2218.0,3.0,11.0,39.0,15.0,0.0,3.0,0.0,0.12,7.7,2014,REG,4.0,6.0,5.0,0.45,38.5,57.0,43.0,1.0,6.0,0.0,0.0,1.0,Sarvas,Marcelo,192500.0,192500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,Gonzalo Pineda,SEA,M,28.0,24.0,2233.0,3.0,7.0,16.0,9.0,1.0,2.0,1.0,0.12,18.8,2014,REG,4.0,3.0,4.0,0.28,56.3,39.0,43.0,0.0,9.0,0.0,3.0,3.0,Pineda,Gonzalo,80000.0,80000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,Sheanon Williams,PHI,D,24.0,23.0,2088.0,3.0,4.0,17.0,6.0,1.0,3.0,0.0,0.13,17.6,2014,REG,3.0,2.0,2.0,0.17,35.3,24.0,34.0,0.0,2.0,0.0,0.0,0.0,Williams,Sheanon,125000.0,130500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,Charlie Davies,NE,F,18.0,13.0,1143.0,3.0,4.0,17.0,8.0,1.0,2.0,1.0,0.24,17.6,2014,REG,2.0,2.0,2.0,0.31,47.1,17.0,15.0,9.0,3.0,0.0,0.0,0.0,Davies,Charlie,75000.0,78940.63,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,Jonathan Osorio,TOR,M,27.0,24.0,2039.0,3.0,4.0,17.0,6.0,0.0,1.0,2.0,0.13,17.6,2014,REG,2.0,2.0,2.0,0.18,35.3,16.0,35.0,3.0,1.0,1.0,0.0,0.0,Osorio,Jonathan,135000.0,142599.68,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,Kenny Cooper,SEA,F,22.0,12.0,989.0,3.0,4.0,29.0,9.0,1.0,2.0,1.0,0.27,10.3,2014,REG,1.0,1.0,3.0,0.36,31.0,18.0,17.0,8.0,1.0,0.0,0.0,0.0,Cooper,Kenny,200000.0,265625.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,Dillon Serna,COL,M,27.0,18.0,1623.0,3.0,4.0,39.0,14.0,0.0,0.0,3.0,0.17,7.7,2014,REG,2.0,2.0,2.0,0.22,35.9,15.0,15.0,9.0,2.0,0.0,0.0,0.0,Serna,Dillon,52500.0,65500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,Mauro Diaz,DAL,M,17.0,9.0,917.0,3.0,3.0,20.0,6.0,2.0,2.0,1.0,0.29,15.0,2014,REG,1.0,1.0,2.0,0.29,30.0,11.0,35.0,1.0,2.0,0.0,0.0,0.0,Diaz,Mauro,325000.0,411000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,Dax McCarty,NY,M,31.0,29.0,2661.0,3.0,3.0,24.0,7.0,0.0,2.0,1.0,0.1,12.5,2014,REG,1.0,2.0,1.0,0.1,29.2,26.0,36.0,3.0,2.0,0.0,0.0,0.0,McCarty,Dax,200000.0,242500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,Omar Cummings,HOU,F,26.0,14.0,1270.0,3.0,3.0,35.0,14.0,1.0,2.0,1.0,0.21,8.6,2014,REG,1.0,3.0,0.0,0.21,40.0,12.0,7.0,13.0,0.0,0.0,0.0,0.0,Cummings,Omar,250000.0,264000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,Kyle Beckerman,RSL,M,28.0,28.0,2520.0,3.0,3.0,49.0,21.0,0.0,1.0,2.0,0.11,6.1,2014,REG,1.0,2.0,1.0,0.11,42.9,38.0,19.0,0.0,4.0,0.0,0.0,0.0,Beckerman,Kyle,350000.0,378750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2679,Cordell Cato,SJ,F,27.0,16.0,1577.0,3.0,2.0,20.0,8.0,0.0,2.0,1.0,0.17,15.0,2014,REG,0.0,1.0,1.0,0.11,40.0,14.0,12.0,3.0,2.0,0.0,0.0,0.0,Cato,Cordell,50400.0,50400.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,Danny Cruz,PHI,M-F,26.0,16.0,1352.0,3.0,2.0,35.0,16.0,1.0,1.0,2.0,0.2,8.6,2014,REG,0.0,2.0,0.0,0.13,45.7,27.0,23.0,2.0,3.0,0.0,0.0,0.0,Cruz,Danny,125000.0,131666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,Yannick Djalo,SJ,M,18.0,13.0,1136.0,3.0,2.0,36.0,7.0,2.0,3.0,0.0,0.24,8.3,2014,REG,0.0,2.0,0.0,0.16,19.4,11.0,36.0,1.0,2.0,0.0,0.0,0.0,Djalo,Yannick,200000.0,300000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,Maurice Edu,PHI,M,31.0,31.0,2789.0,3.0,2.0,37.0,9.0,0.0,1.0,2.0,0.1,8.1,2014,REG,0.0,0.0,2.0,0.06,24.3,46.0,41.0,0.0,5.0,1.0,1.0,1.0,Edu,Maurice,650000.0,650000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,Andy Rose,SEA,M,16.0,5.0,552.0,3.0,1.0,8.0,6.0,2.0,1.0,2.0,0.49,37.5,2014,REG,0.0,1.0,0.0,0.16,75.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Rose,Andy,48825.0,48825.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,Chris Schuler,RSL,D,25.0,25.0,2154.0,3.0,1.0,14.0,6.0,0.0,3.0,0.0,0.13,21.4,2014,REG,0.0,1.0,0.0,0.04,42.9,32.0,9.0,0.0,4.0,0.0,0.0,0.0,Schuler,Chris,145000.0,162000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2685,Kenny Miller,VAN,F,9.0,7.0,637.0,3.0,1.0,15.0,7.0,1.0,3.0,0.0,0.42,20.0,2014,REG,0.0,1.0,0.0,0.14,46.7,10.0,8.0,6.0,0.0,0.0,2.0,2.0,Miller,Kenny,930000.0,940000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2686,Matt Hedges,DAL,D,32.0,32.0,2790.0,3.0,1.0,19.0,6.0,0.0,2.0,1.0,0.1,15.8,2014,REG,1.0,1.0,0.0,0.03,31.6,29.0,17.0,2.0,4.0,0.0,0.0,0.0,Hedges,Matt,120000.0,120000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,Aaron Schoenfeld,CLB,F,15.0,7.0,748.0,3.0,1.0,24.0,11.0,0.0,1.0,2.0,0.36,12.5,2014,REG,1.0,1.0,0.0,0.12,45.8,19.0,15.0,9.0,1.0,0.0,0.0,0.0,Schoenfeld,Aaron,48825.0,48825.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,Gabriel Torres,COL,M-F,23.0,11.0,1090.0,3.0,1.0,26.0,12.0,0.0,2.0,1.0,0.25,11.5,2014,REG,0.0,0.0,1.0,0.08,46.2,5.0,18.0,17.0,2.0,0.0,1.0,1.0,Torres,Gabriel,250000.0,262500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,Soony Saad,KC,F,22.0,9.0,906.0,3.0,1.0,31.0,12.0,1.0,1.0,2.0,0.3,9.7,2014,REG,0.0,1.0,0.0,0.1,38.7,14.0,13.0,0.0,1.0,0.0,0.0,0.0,Saad,Soony,51150.0,51150.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,Robert Earnshaw,CHI,F,5.0,1.0,174.0,3.0,0.0,10.0,6.0,1.0,1.0,2.0,1.55,30.0,2014,REG,0.0,0.0,0.0,0.0,60.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,Earnshaw,Robert,204000.0,206250.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2691,Felix Borja,CHV,F,12.0,12.0,1009.0,3.0,0.0,24.0,12.0,3.0,3.0,0.0,0.27,12.5,2014,REG,0.0,0.0,0.0,0.0,50.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,Borja,Felix,48504.0,48504.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,Olmes Garcia,RSL,F,23.0,12.0,1191.0,3.0,0.0,31.0,12.0,1.0,2.0,1.0,0.23,9.7,2014,REG,0.0,0.0,0.0,0.0,38.7,27.0,28.0,10.0,4.0,0.0,0.0,0.0,Garcia,Olmes,125000.0,125000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,Cristian Maidana,PHI,M,26.0,23.0,1889.0,2.0,11.0,36.0,11.0,1.0,0.0,2.0,0.1,5.6,2014,REG,2.0,8.0,3.0,0.52,30.6,4.0,22.0,2.0,0.0,1.0,0.0,0.0,Maidana,Cristian,185000.0,198750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2694,Eric Alexander,NY,M,34.0,30.0,2641.0,2.0,9.0,25.0,12.0,1.0,1.0,1.0,0.07,8.0,2014,REG,2.0,7.0,2.0,0.31,48.0,11.0,28.0,1.0,3.0,0.0,0.0,0.0,Alexander,Eric,115000.0,128750.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695,Diego Chara,POR,M,31.0,31.0,2745.0,2.0,5.0,9.0,5.0,0.0,2.0,0.0,0.07,22.2,2014,REG,3.0,2.0,3.0,0.16,55.6,83.0,52.0,1.0,8.0,0.0,0.0,0.0,Chara,Diego,170000.0,170000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2696,Dominic Oduro,CLB,M,35.0,23.0,2107.0,2.0,5.0,39.0,13.0,0.0,1.0,1.0,0.09,5.1,2014,REG,1.0,1.0,4.0,0.21,33.3,16.0,60.0,15.0,3.0,0.0,0.0,0.0,Oduro,Dominic,250000.0,251666.67,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2697,Dominic Oduro,TOR,M,35.0,23.0,2107.0,2.0,5.0,39.0,13.0,0.0,1.0,1.0,0.09,5.1,2014,REG,1.0,1.0,4.0,0.21,33.3,16.0,60.0,15.0,3.0,0.0,0.0,0.0,Oduro,Dominic,250000.0,251666.67,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,Nick DeLeon,DC,D,32.0,31.0,2707.0,2.0,5.0,47.0,18.0,0.0,0.0,2.0,0.07,4.3,2014,REG,0.0,4.0,1.0,0.17,38.3,31.0,25.0,1.0,3.0,0.0,0.0,0.0,DeLeon,Nick,85690.0,120690.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,Jermaine Jones,NE,M,10.0,7.0,613.0,2.0,4.0,17.0,7.0,2.0,1.0,1.0,0.29,11.8,2014,REG,2.0,3.0,1.0,0.59,41.2,11.0,13.0,1.0,3.0,0.0,0.0,0.0,Jones,Jermaine,3000000.0,3252500.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,Michael Bradley,TOR,M,25.0,25.0,2198.0,2.0,4.0,52.0,12.0,2.0,1.0,1.0,0.08,3.8,2014,REG,1.0,2.0,2.0,0.16,23.1,26.0,28.0,0.0,6.0,0.0,0.0,1.0,Bradley,Michael,6000000.0,6500000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,Nick Hagglund,TOR,D,25.0,23.0,2088.0,2.0,3.0,22.0,6.0,0.0,2.0,0.0,0.09,9.1,2014,REG,0.0,1.0,2.0,0.13,27.3,22.0,21.0,2.0,2.0,2.0,0.0,0.0,Hagglund,Nick,48500.0,48500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2702,Ned Grabavoy,RSL,M,33.0,30.0,2711.0,2.0,3.0,28.0,10.0,2.0,2.0,0.0,0.07,7.1,2014,REG,0.0,2.0,1.0,0.1,35.7,29.0,45.0,5.0,2.0,0.0,0.0,0.0,Grabavoy,Ned,160000.0,175000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703,Paulo Nagamura,KC,M,21.0,21.0,1745.0,2.0,3.0,28.0,10.0,0.0,1.0,1.0,0.1,7.1,2014,REG,0.0,2.0,1.0,0.15,35.7,31.0,22.0,5.0,5.0,0.0,0.0,0.0,Nagamura,Paulo,220000.0,220000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,Vincent Nogueira,PHI,M,29.0,28.0,2498.0,2.0,3.0,59.0,14.0,0.0,2.0,0.0,0.07,3.4,2014,REG,0.0,2.0,1.0,0.11,23.7,14.0,43.0,10.0,1.0,0.0,0.0,0.0,Nogueira,Vincent,330000.0,330000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,Alvas Powell,POR,D,15.0,11.0,1052.0,2.0,2.0,14.0,7.0,1.0,1.0,1.0,0.17,14.3,2014,REG,0.0,1.0,1.0,0.17,50.0,21.0,10.0,1.0,1.0,1.0,0.0,0.0,Powell,Alvas,48828.0,48828.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2706,Luis Gil,RSL,M,26.0,16.0,1386.0,2.0,2.0,20.0,6.0,0.0,1.0,1.0,0.13,10.0,2014,REG,1.0,1.0,1.0,0.13,30.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,Gil,Luis,220000.0,315083.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2707,Jacob Peterson,KC,F,22.0,13.0,1301.0,2.0,2.0,24.0,10.0,2.0,1.0,1.0,0.14,8.3,2014,REG,1.0,1.0,1.0,0.14,41.7,12.0,15.0,3.0,2.0,0.0,0.0,0.0,Peterson,Jacob,110000.0,114833.33,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2708,Tim Cahill,NY,M,23.0,18.0,1516.0,2.0,2.0,26.0,8.0,0.0,2.0,0.0,0.12,7.7,2014,REG,0.0,1.0,1.0,0.12,30.8,51.0,17.0,8.0,4.0,1.0,0.0,0.0,Cahill,Tim,3500000.0,3625000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2709,Amobi Okugo,PHI,D-M,32.0,31.0,2798.0,2.0,2.0,31.0,7.0,0.0,1.0,1.0,0.06,6.5,2014,REG,0.0,1.0,1.0,0.06,22.6,39.0,20.0,0.0,3.0,1.0,0.0,0.0,Okugo,Amobi,145000.0,228000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,Khari Stephenson,SJ,M,19.0,11.0,1080.0,2.0,2.0,34.0,8.0,1.0,2.0,0.0,0.17,5.9,2014,REG,1.0,1.0,1.0,0.17,23.5,15.0,12.0,1.0,0.0,0.0,1.0,1.0,Stephenson,Khari,65004.0,68336.02,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,Brian Brown,PHI,F,8.0,1.0,230.0,2.0,1.0,5.0,3.0,0.0,1.0,1.0,0.78,40.0,2014,REG,0.0,1.0,0.0,0.39,60.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,Brown,Brian,48504.0,53004.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2712,Mark Sherrod,HOU,F,9.0,3.0,223.0,2.0,1.0,9.0,2.0,0.0,2.0,0.0,0.81,22.2,2014,REG,1.0,1.0,0.0,0.4,22.2,5.0,1.0,3.0,1.0,0.0,0.0,0.0,Sherrod,Mark,48504.0,48504.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,Liam Ridgewell,POR,D,15.0,15.0,1350.0,2.0,1.0,10.0,4.0,0.0,1.0,1.0,0.13,20.0,2014,REG,1.0,0.0,1.0,0.07,40.0,16.0,14.0,2.0,3.0,0.0,0.0,0.0,Ridgewell,Liam,1200000.0,1200000.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2714,Lawrence Olum,KC,D,25.0,21.0,1853.0,2.0,1.0,14.0,4.0,2.0,1.0,1.0,0.1,14.3,2014,REG,0.0,1.0,0.0,0.05,28.6,18.0,4.0,1.0,6.0,0.0,0.0,0.0,Olum,Lawrence,48825.0,48825.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715,Drew Moor,COL,D,23.0,23.0,1994.0,2.0,1.0,15.0,7.0,0.0,1.0,1.0,0.09,13.3,2014,REG,0.0,0.0,1.0,0.05,46.7,16.0,19.0,2.0,2.0,0.0,0.0,0.0,Moor,Drew,235000.0,247000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,Sanna Nyassi,CHI,M,14.0,10.0,739.0,2.0,1.0,18.0,7.0,0.0,0.0,2.0,0.24,11.1,2014,REG,0.0,1.0,0.0,0.12,38.9,23.0,22.0,6.0,2.0,0.0,0.0,0.0,Nyassi,Sanna,147000.0,154625.0,2014-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,Sanna Nyassi,MTL,M,14.0,10.0,739.0,2.0,1.0,18.0,7.0,0.0,0.0,2.0,0.24,11.1,2014,REG,0.0,1.0,0.0,0.12,38.9,23.0,22.0,6.0,2.0,0.0,0.0,0.0,Nyassi,Sanna,147000.0,154625.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,Leo Fernandes,PHI,M,13.0,7.0,697.0,2.0,1.0,20.0,7.0,0.0,0.0,2.0,0.26,10.0,2014,REG,1.0,1.0,0.0,0.13,35.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,Fernandes,Leo,48500.0,48500.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2719,Edson Buddle,COL,F,18.0,12.0,1116.0,2.0,1.0,33.0,9.0,1.0,1.0,1.0,0.16,6.1,2014,REG,1.0,1.0,0.0,0.08,27.3,24.0,13.0,3.0,1.0,0.0,0.0,0.0,Buddle,Edson,325000.0,325000.0,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
