,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
2948,Ryan Miller,POR,D,7.0,4.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Miller,Ryan,60000.0,65000.0,2013-05-01
2949,Charlie Davies,NE,F,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davies,Charlie,48000.0,59250.0,2013-09-15
2951,Nelson Rivas,MTL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rivas,Nelson,75000.0,75000.0,2013-05-01
2952,Jason Hernandez,SJ,D,21.0,19.0,1679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,2.0,0.0,0.0,0.0,Hernandez,Jason,205000.0,208333.33,2013-05-01
2953,Anthony Wallace,COL,D,6.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,Wallace,Anthony,66564.0,66563.7,2013-05-01
2954,Calen Carr,HOU,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carr,Calen,90338.0,94588.0,2013-05-01
2955,Ante Jazic,CHV,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jazic,Ante,132188.0,132187.5,2013-05-01
2956,Ugo Ihemelu,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ihemelu,Ugo,200000.0,200000.0,2013-05-01
2957,Sinisa Ubiparipovic,MTL,F-M,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ubiparipovic,Sinisa,57750.0,57750.0,2013-05-01
2958,Arne Friedrich,CHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friedrich,Arne,300000.0,367500.0,2013-05-01
2961,Chris Albright,PHI,D,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Albright,Chris,75000.0,75000.0,2013-05-01
2962,Robbie Russell,DC,D,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russell,Robbie,75000.0,75000.0,2013-05-01
2964,Chandler Hoffman,LA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hoffman,Chandler,71500.0,97500.0,2013-05-01
2965,Greg Jordan,PHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan,Greg,46500.0,46500.0,2013-05-01
2966,Bryan Gaul,LA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaul,Bryan,46500.0,46500.0,2013-05-01
2967,Brent Richards,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richards,Brent,65625.0,73992.29,2013-05-01
2969,Kenney Walker,LA,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Walker,Kenney,46500.0,46500.0,2013-05-01
2970,Tyler Polak,NE,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Polak,Tyler,65000.0,78000.0,2013-05-01
2971,Brendan King,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,King,Brendan,35125.0,35125.0,2013-05-01
2972,Calum Mallace,MTL,M,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mallace,Calum,47300.0,62300.0,2013-05-01
2973,Enzo Martinez,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martinez,Enzo,71500.0,97500.0,2013-05-01
2975,Bilal Duckett,NE,D,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Duckett,Bilal,35125.0,35125.0,2013-05-01
2976,O'Brian Woodbine,NE,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woodbine,O'Brian,46500.0,49882.13,2013-09-15
2978,Aaron Horton,CLB,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Horton,Aaron,65000.0,80500.0,2013-05-01
2979,Connor Lade,NY,D,5.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lade,Connor,55000.0,59213.21,2013-05-01
2980,Bryce Alderson,VAN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alderson,Bryce,65000.0,80000.0,2013-05-01
2981,Yann Songo'o,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Songo'o,Yann,35125.0,35125.0,2013-05-01
2982,Maximiliano Rodriguez,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodriguez,Maximiliano,35125.0,35125.0,2013-05-01
2984,Corben Bone,CHI,M,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bone,Corben,46500.0,49000.0,2013-05-01
2985,Daniel Antunez,CHV,M,3.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Antunez,Daniel,65000.0,72500.0,2013-05-01
2987,Paulo Jr.,UNK,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jr.,Paulo,60000.0,60000.0,2013-05-01
2988,Abu Tommy,SJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy,Abu,50004.0,55229.3,2013-05-01
2989,Rich Balchan,RSL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balchan,Rich,35125.0,35125.0,2013-05-01
2990,Alex Dixon,HOU,M,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dixon,Alex,49613.0,54612.5,2013-05-01
2991,Victor Ulloa,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ulloa,Victor,46500.0,49000.0,2013-05-01
2992,Jonathan Top,DAL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Top,Jonathan,46500.0,46500.0,2013-05-01
2993,Omar Salgado,VAN,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salgado,Omar,95000.0,136868.67,2013-05-01
2995,Victor Pineda,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pineda,Victor,46500.0,53242.42,2013-05-01
2996,Michael Nanchoff,POR,M,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanchoff,Michael,46500.0,46500.0,2013-05-01
2997,Donnie Smith,NE,M,1.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Smith,Donnie,35125.0,35125.0,2013-05-01
2998,Paolo DelPiccolo,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DelPiccolo,Paolo,35125.0,35125.0,2013-08-01
2999,Dylan Remick,SEA,D,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Remick,Dylan,35125.0,35125.0,2013-05-01
3000,Emery Welshman,TOR,F,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Welshman,Emery,46500.0,46500.0,2013-05-01
3001,Anthony Arena,HOU,D,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arena,Anthony,35125.0,35125.0,2013-05-01
3002,Ashton Bennett,TOR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bennett,Ashton,46500.0,46500.0,2013-05-01
3003,Brenton Griffiths,COL,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Griffiths,Brenton,35125.0,35125.0,2013-05-01
3004,Adam Clement,VAN,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clement,Adam,35125.0,35125.0,2013-05-01
3005,Colin Mitchell,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitchell,Colin,35125.0,35125.0,2013-05-01
3006,Taylor Morgan,TOR,F,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Morgan,Taylor,35125.0,35125.0,2013-05-01
3007,Gabe Latigue,NE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latigue,Gabe,35125.0,35125.0,2013-05-01
3008,Emilio Orozco,CHV,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orozco,Emilio,35125.0,35125.0,2013-05-01
3009,Bryan Salazar,HOU,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salazar,Bryan,46500.0,47500.0,2013-05-01
3010,Zakaria Messoudi,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Messoudi,Zakaria,35125.0,35125.0,2013-08-01
3011,Dylan Tucker-Gangnes,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tucker-Gangnes,Dylan,35125.0,35125.0,2013-05-01
3012,Kyle Hyland,CLB,D-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hyland,Kyle,35125.0,35125.0,2013-05-01
3013,Christian Duke,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Duke,Christian,35125.0,35125.0,2013-05-01
3014,Shawn Sloan,CLB,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sloan,Shawn,35125.0,35125.0,2013-05-01
3015,Peter McGlynn,SJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McGlynn,Peter,35125.0,35125.0,2013-05-01
3016,Alam Syamsir,DC,M-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syamsir,Alam,46500.0,46500.0,2013-05-01
3021,Ashani Fairclough,SEA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fairclough,Ashani,35125.0,35125.0,2013-05-01
3023,Aminu Abdallah,VAN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abdallah,Aminu,46500.0,46500.0,2013-05-01
3024,Matt Miazga,NY,D,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Miazga,Matt,60000.0,66250.0,2013-08-01
3025,Caleb Calvert,CHV,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calvert,Caleb,48000.0,55500.0,2013-08-01
3027,Erik Palmer-Brown,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palmer-Brown,Erik,35125.0,35625.0,2013-08-01
3029,Brendan Ruiz,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruiz,Brendan,35125.0,35125.0,2013-09-15
3030,Bradlee Baladez,DAL,M-F,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Baladez,Bradlee,35125.0,36125.0,2013-05-01
3031,Steven Evans,POR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evans,Steven,46500.0,46500.0,2013-05-01
3032,Michael Seaton,DC,F,3.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Seaton,Michael,35125.0,38125.0,2013-05-01
3033,Drew Beckie,CLB,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beckie,Drew,35125.0,35125.0,2013-05-01
3034,Kory Kindle,COL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kindle,Kory,35125.0,35125.0,2013-05-01
3035,Ian Christianson,NY,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christianson,Ian,46500.0,46500.0,2013-05-01
3036,Tommy Muller,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Muller,Tommy,35125.0,35125.0,2013-05-01
3037,Mikey Lopez,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lopez,Mikey,75000.0,147000.0,2013-05-01
3038,David Viana,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viana,David,46500.0,49958.33,2013-05-01
3039,Amando Moreno,NY,F,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moreno,Amando,35125.0,35125.0,2013-05-01
3040,Oscar Sorto,LA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sorto,Oscar,46500.0,48375.0,2013-05-01
3041,Mobi Fehr,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fehr,Mobi,46500.0,46500.0,2013-05-01
3043,Will Bates,SEA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bates,Will,35125.0,35125.0,2013-05-01
3044,Cristhian Hernandez,PHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hernandez,Cristhian,62500.0,64375.0,2013-05-01
3045,Kellen Gulley,CHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gulley,Kellen,65000.0,79000.0,2013-05-01
3046,Caleb Clarke,VAN,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clarke,Caleb,46500.0,46500.0,2013-05-01
3048,Ryan Kawulok,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kawulok,Ryan,35125.0,35125.0,2013-05-01
3049,Kyle Miller,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miller,Kyle,35125.0,35125.0,2013-05-01
3050,Greg Klazura,VAN,D-M,2.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Klazura,Greg,46500.0,46500.0,2013-05-01
3051,Logan Emory,TOR,D,3.0,3.0,238.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,Emory,Logan,48400.0,48400.0,2013-05-01
3052,Taylor Kemp,DC,D,8.0,6.0,530.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,Kemp,Taylor,35125.0,35125.0,2013-05-01
3053,London Woodberry,DAL,D,8.0,3.0,363.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,100.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,Woodberry,London,46500.0,46500.0,2013-05-01
3054,Yazid Atouba,CHI,M,3.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Atouba,Yazid,46500.0,51500.0,2013-05-01
3055,Jimmy Medranda,KC,F,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medranda,Jimmy,35125.0,35125.0,2013-09-15
3056,Dillon Serna,COL,M,1.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Serna,Dillon,46500.0,59500.0,2013-05-01
3057,Carlos Salcedo,RSL,D,13.0,12.0,1070.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,18.0,4.0,1.0,3.0,0.0,0.0,0.0,Salcedo,Carlos,35125.0,35125.0,2013-05-01
3058,Don Anding,PHI,D,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anding,Don,35125.0,35125.0,2013-05-01
3059,Kevin Ellis,KC,D,2.0,1.0,113.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Ellis,Kevin,46500.0,47250.0,2013-05-01
3060,Matt Kassel,PHI,D-M,5.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Kassel,Matt,46500.0,46500.0,2013-05-01
